Time	FlowIn	Tout	Hout	Tamb	Hamb	Hin	CryoL	Ta	Tb	Tc	Td	I1	I3
1687765367.4182034	-1.350	19.000	55.800	25.200	47.900	-41.939	61.557	-193.723	-193.734	-193.702	-99.886	0.080	0.090
1687765368.4181764	-1.720	19.000	55.800	25.200	47.900	-41.939	69.093	-193.723	-193.735	-193.695	-99.889	0.080	0.090
1687765369.408159	-1.720	18.900	55.800	25.200	47.900	-41.939	56.182	-193.724	-193.736	-193.693	-99.892	0.080	0.090
1687765370.4081223	-1.540	18.900	55.800	25.200	47.900	-41.939	67.574	-193.723	-193.736	-193.701	-99.893	0.080	0.090
1687765371.408095	-0.990	18.900	55.700	25.200	47.900	-41.939	51.800	-193.724	-193.734	-193.709	-99.896	0.080	0.090
1687765372.4080682	-1.350	18.900	55.700	25.200	47.900	-41.939	65.646	-193.726	-193.734	-193.717	-99.898	0.080	0.090
1687765373.408041	-1.350	18.900	56.900	25.300	47.900	-41.939	47.769	-193.726	-193.736	-193.722	-99.900	0.080	0.090
1687765374.4080148	-1.540	18.900	56.900	25.300	47.900	-41.939	62.959	-193.725	-193.736	-193.727	-99.902	0.080	0.090
1687765375.4179883	-1.170	19.000	58.000	25.300	47.900	-41.939	43.737	-193.723	-193.736	-193.718	-99.902	0.080	0.090
1687765376.417961	-0.990	19.000	58.000	25.300	47.900	-41.939	58.635	-193.722	-193.736	-193.712	-99.903	0.080	0.090
1687765377.4179313	-0.070	18.900	58.400	25.200	47.900	-41.939	40.816	-193.722	-193.733	-193.705	-99.903	0.080	0.090
1687765378.4179046	-1.170	18.900	58.400	25.200	47.900	-41.939	54.429	-193.718	-193.734	-193.703	-99.901	0.080	0.090
1687765379.4078777	-1.720	19.000	58.500	25.300	47.900	-41.939	0.000	-193.718	-193.738	-193.709	-99.901	0.080	0.090
1687765380.4078488	-1.540	19.000	58.500	25.300	47.900	-41.939	50.398	-193.716	-193.739	-193.708	-99.901	0.080	0.090
1687765381.4078217	-1.170	19.000	58.700	25.300	47.900	-41.939	0.000	-193.715	-193.739	-193.706	-99.901	0.080	0.090
1687765383.407773	-1.170	19.000	58.700	25.300	47.900	-41.939	47.827	-193.712	-193.740	-193.713	-99.902	0.080	0.090
1687765384.4077406	-1.170	18.900	58.300	25.200	47.900	-41.939	0.000	-193.711	-193.743	-193.738	-99.903	0.080	0.090
1687765386.437692	-1.350	18.900	58.300	25.200	47.900	-41.939	44.088	-193.711	-193.743	-193.738	-99.903	0.080	0.090
1687765387.4276664	-1.170	18.900	57.700	25.200	47.800	-41.939	41.634	-193.711	-193.742	-193.731	-99.901	0.080	0.090
1687765388.437636	-1.170	18.900	57.700	25.200	47.800	-41.939	41.167	-193.711	-193.740	-193.724	-99.901	0.080	0.090
1687765389.427608	-1.170	18.900	57.300	25.200	47.800	-41.939	43.387	-193.711	-193.739	-193.718	-99.903	0.080	0.090
1687765390.4375782	-0.810	18.900	57.300	25.200	47.800	-41.939	0.000	-193.709	-193.740	-193.714	-99.902	0.080	0.090
1687765391.4375508	-1.170	18.900	57.200	25.200	47.800	-41.939	46.016	-193.709	-193.741	-193.711	-99.901	0.080	0.090
1687765392.4275272	-1.350	18.900	57.200	25.200	47.800	-41.939	0.000	-193.709	-193.743	-193.703	-99.900	0.080	0.090
1687765393.4274976	-0.990	18.900	56.800	25.200	47.800	-41.939	48.995	-193.707	-193.743	-193.696	-99.899	0.080	0.090
1687765394.4274707	-1.170	18.900	56.800	25.200	47.800	-41.939	0.000	-193.707	-193.743	-193.696	-99.898	0.080	0.090
1687765395.437447	-0.990	18.900	56.500	25.200	47.800	-41.939	51.566	-193.706	-193.743	-193.690	-99.896	0.080	0.090
1687765396.4274151	-1.170	18.900	56.500	25.200	47.800	-41.939	0.000	-193.705	-193.743	-193.683	-99.895	0.080	0.090
1687765397.4273949	-1.350	18.900	56.100	25.200	47.800	-41.939	55.130	-193.704	-193.743	-193.681	-99.895	0.080	0.090
1687765398.427366	-1.170	18.900	56.100	25.200	47.800	-41.939	41.576	-193.704	-193.741	-193.686	-99.892	0.080	0.090
1687765399.4273365	-1.350	18.900	56.500	25.200	47.800	-41.939	58.343	-193.704	-193.741	-193.689	-99.892	0.080	0.090
