LinuxTime	Length2	Length4	Tension2	Tension4	ErrLength2	ErrLength4	LengthTot	DayTime
1686239071.5417213	604.85	694.88	8.84	8.29	1.07	-1.28	1299.73	17:44:31.52
1686239073.789577	604.85	694.88	8.84	8.42	1.07	-1.59	1299.73	17:44:33.77
1686239074.801211	604.85	694.9	9.11	9.22	0.48	-3.43	1299.75	17:44:34.79
1686239076.0316534	604.86	694.89	9.64	8.69	-0.69	-2.2	1299.75	17:44:36.01
1686239077.0366087	604.86	694.89	9.37	8.82	-0.1	-2.51	1299.75	17:44:37.01
1686239078.0488036	604.85	694.87	8.84	7.89	1.07	-0.36	1299.72	17:44:38.03
1686239079.2886128	604.85	694.88	8.84	8.42	1.07	-1.59	1299.73	17:44:39.28
1686239080.292022	604.84	694.89	8.44	8.69	1.94	-2.2	1299.73	17:44:40.28
1686239081.296264	604.85	694.88	8.97	8.15	0.77	-0.97	1299.73	17:44:41.28
1686239082.5247939	604.86	694.88	9.64	8.42	-0.69	-1.59	1299.74	17:44:42.50
1686239083.5353281	604.85	694.89	8.84	8.82	1.07	-2.51	1299.74	17:44:43.52
1686239084.5408144	604.85	694.89	8.84	9.09	1.07	-3.12	1299.74	17:44:44.52
1686239085.7393832	604.85	694.89	9.24	8.96	0.19	-2.81	1299.74	17:44:45.73
1686239086.74317	604.85	694.88	9.11	8.15	0.48	-0.97	1299.73	17:44:46.73
1686239087.7480845	604.86	694.88	9.37	8.42	-0.1	-1.59	1299.74	17:44:47.73
