Time	FlowIn	Tout	Hout	Tamb	Hamb	Hin	CryoL	Ta	Tb	Tc	Td	I1	I3
1685974023.9049826	-1.170	24.000	35.000	23.700	38.100	35.633	0.000	21.659	21.815	22.058	22.424	0.780	0.000
1685974024.904963	-1.720	24.000	35.000	23.700	38.100	36.393	0.000	21.658	21.815	22.059	22.423	0.780	0.010
1685974025.894919	-1.540	24.000	35.000	23.700	38.100	35.823	0.000	21.658	21.815	22.059	22.423	0.780	0.000
1685974026.9048934	-1.350	24.000	35.000	23.700	38.100	36.013	0.000	21.658	21.814	22.058	22.424	0.780	0.000
1685974027.90487	-1.170	24.000	35.000	23.700	38.000	35.062	0.000	21.659	21.815	22.059	22.424	0.780	0.000
1685974028.894862	-1.540	24.000	35.000	23.700	38.000	35.823	0.000	21.659	21.815	22.059	22.424	0.770	0.000
1685974029.9048283	0.660	24.000	35.000	23.700	38.000	35.823	0.000	21.659	21.815	22.058	22.424	0.780	0.000
1685974030.8947968	0.290	24.000	35.000	23.700	38.000	35.633	0.000	21.658	21.815	22.059	22.423	0.770	0.010
1685974031.9047658	-0.810	24.100	35.000	23.700	38.100	36.013	0.000	21.658	21.815	22.059	22.424	0.780	0.010
1685974032.8947356	-0.620	24.100	35.000	23.700	38.100	35.633	0.000	21.658	21.814	22.058	22.423	0.780	0.000
1685974033.904704	-1.170	24.000	35.000	23.700	38.100	35.443	0.000	21.659	21.815	22.058	22.423	0.770	0.000
1685974034.894674	-1.170	24.000	35.000	23.700	38.100	35.443	0.000	21.659	21.815	22.058	22.424	0.780	0.010
1685974035.9046416	0.660	24.000	35.000	23.700	38.100	35.443	0.000	21.659	21.815	22.059	22.423	0.770	0.000
1685974036.8946128	-1.170	24.000	35.000	23.700	38.100	36.203	0.000	21.659	21.814	22.058	22.424	0.780	0.000
1685974037.9045796	-0.990	24.100	35.000	23.700	38.100	36.203	0.000	21.659	21.814	22.059	22.424	0.780	0.010
1685974038.9045482	-0.810	24.100	35.000	23.700	38.100	36.203	0.000	21.660	21.815	22.059	22.423	0.780	0.000
1685974039.8945198	-0.990	24.000	35.000	23.700	38.100	35.633	0.000	21.659	21.815	22.059	22.424	0.780	0.000
1685974040.8944862	0.290	24.000	35.000	23.700	38.100	36.203	0.000	21.659	21.815	22.059	22.424	0.780	0.000
1685974041.8944569	-1.350	24.000	35.100	23.700	38.100	35.443	0.000	21.659	21.815	22.059	22.425	0.780	0.000
1685974042.8944237	-0.990	24.000	35.100	23.700	38.100	35.633	0.000	21.658	21.816	22.059	22.424	0.780	0.010
1685974043.9043922	0.660	24.000	35.000	23.700	38.200	36.013	0.000	21.659	21.815	22.059	22.425	0.780	0.000
1685974044.894362	-1.350	24.000	35.000	23.700	38.200	35.633	0.000	21.660	21.815	22.059	22.424	0.780	0.000
1685974045.9043295	-1.350	24.000	35.100	23.700	38.200	36.393	0.000	21.659	21.814	22.059	22.424	0.780	0.000
1685974046.8942993	0.660	24.000	35.100	23.700	38.200	35.253	0.000	21.658	21.814	22.059	22.424	0.780	0.010
1685974047.9042678	-1.720	24.000	35.000	23.700	38.200	36.203	0.000	21.659	21.815	22.059	22.424	0.780	0.000
1685974048.9042368	-1.170	24.000	35.000	23.700	38.200	35.823	0.000	21.659	21.815	22.059	22.425	0.780	0.000
1685974049.9042053	-1.900	24.000	35.100	23.700	38.100	35.633	0.000	21.659	21.815	22.059	22.424	0.780	0.000
1685974050.8941755	-1.540	24.000	35.100	23.700	38.100	36.013	0.000	21.659	21.814	22.060	22.424	0.780	0.000
1685974051.8941433	-1.540	24.000	35.100	23.800	38.200	35.633	0.000	21.659	21.815	22.060	22.424	0.780	0.010
1685974052.894112	-0.070	24.000	35.100	23.800	38.200	35.633	0.000	21.658	21.816	22.060	22.424	0.770	0.000
1685974053.8940516	-1.720	24.000	35.100	23.700	38.100	35.443	0.000	21.659	21.816	22.060	22.425	0.780	0.000
1685974054.8940504	-1.350	24.000	35.100	23.700	38.100	36.013	0.000	21.659	21.815	22.059	22.425	0.770	0.000
1685974055.9040184	-1.540	24.100	35.100	23.700	38.100	36.203	0.000	21.659	21.815	22.060	22.426	0.780	0.010
1685974056.8939888	1.210	24.100	35.100	23.700	38.100	36.013	0.000	21.659	21.815	22.060	22.425	0.780	0.010
1685974057.893957	-0.070	24.100	35.100	23.700	38.100	35.443	0.000	21.659	21.816	22.060	22.424	0.780	0.000
1685974058.903926	-0.620	24.100	35.100	23.700	38.100	36.013	0.000	21.659	21.815	22.060	22.425	0.780	0.000
1685974059.8938954	0.290	24.000	35.100	23.700	38.100	35.823	0.000	21.659	21.815	22.059	22.425	0.780	0.000
1685974060.893864	-1.350	24.000	35.100	23.700	38.100	36.203	0.000	21.659	21.815	22.059	22.425	0.780	0.000
1685974061.8938322	-0.990	24.000	35.100	23.800	38.200	36.203	0.000	21.660	21.817	22.059	22.426	0.780	0.000
1685974062.9038024	0.290	24.000	35.100	23.800	38.200	34.872	0.000	21.660	21.816	22.059	22.426	0.780	0.000
1685974063.9037697	-1.170	24.000	35.100	23.800	38.100	35.443	0.000	21.659	21.815	22.060	22.425	0.780	0.010
1685974064.9037392	1.760	24.000	35.100	23.800	38.100	35.443	0.000	21.660	21.816	22.060	22.425	0.780	0.000
1685974065.893708	1.940	24.000	35.100	23.800	38.100	36.013	0.000	21.660	21.816	22.060	22.425	0.780	0.000
1685974066.893676	-0.440	24.000	35.100	23.800	38.100	36.013	0.000	21.659	21.816	22.061	22.426	0.770	0.000
1685974067.8936455	-0.620	24.000	35.100	23.700	38.100	35.823	0.000	21.659	21.816	22.060	22.425	0.780	0.010
1685974068.9036133	1.030	24.000	35.100	23.700	38.100	36.013	0.000	21.660	21.816	22.060	22.425	0.770	0.010
1685974069.9035826	-1.170	24.000	35.100	23.700	38.000	36.393	0.000	21.659	21.816	22.060	22.425	0.780	0.000
1685974070.8935525	0.480	24.000	35.100	23.700	38.000	35.633	0.000	21.659	21.815	22.060	22.425	0.780	0.000
1685974071.9035206	-1.720	24.100	35.100	23.700	38.000	36.393	0.000	21.659	21.816	22.060	22.426	0.780	0.000
1685974072.9034894	-1.350	24.100	35.100	23.700	38.000	35.633	0.000	21.659	21.816	22.060	22.426	0.780	0.000
1685974073.8934596	-1.720	24.000	35.100	23.800	38.000	35.823	0.000	21.660	21.816	22.060	22.425	0.770	0.010
