LinuxTime	Length2	Length4	Tension2	Tension4	TargetLength2	TargetLength4	ErrLength2	ErrLength4	LengthTot	DayTime
1687445505.7591667	556.94	742.96	21.93	5.88	0.0	0.0	-0.62	-5.33	1299.9	16:51:45.74
1687445506.7618217	556.94	742.96	21.93	6.28	0.0	0.0	-0.62	-6.25	1299.9	16:51:46.75
1687445507.9109468	556.93	742.95	21.39	5.48	0.0	0.0	-0.62	-4.41	1299.88	16:51:47.89
1687445508.915521	556.94	742.95	21.93	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:51:48.89
1687445509.9281285	556.94	742.94	22.06	5.08	0.0	0.0	-0.62	-3.49	1299.88	16:51:49.91
1687445511.196372	556.94	742.97	22.19	6.68	0.0	0.0	-0.62	-7.17	1299.91	16:51:51.17
1687445513.2019184	556.94	742.95	22.33	5.61	0.0	0.0	-0.62	-4.71	1299.89	16:51:53.18
1687445514.4144397	556.93	742.95	20.99	5.75	0.0	0.0	-0.62	-5.02	1299.88	16:51:54.40
1687445515.4174232	556.94	742.95	21.79	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:51:55.40
1687445516.4224458	556.93	742.96	21.39	6.01	0.0	0.0	-0.62	-5.63	1299.8899999999999	16:51:56.40
1687445518.6605942	556.94	742.95	22.06	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:51:58.65
1687445519.6657152	556.93	742.96	21.66	6.15	0.0	0.0	-0.62	-5.94	1299.8899999999999	16:51:59.65
1687445520.86792	556.93	742.96	21.39	6.01	0.0	0.0	-0.62	-5.63	1299.8899999999999	16:52:00.85
1687445521.871714	556.94	742.96	21.93	6.01	0.0	0.0	-0.62	-5.63	1299.9	16:52:01.85
1687445522.8767822	556.94	742.95	22.33	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:52:02.85
1687445524.0773664	556.94	742.96	21.93	5.88	0.0	0.0	-0.62	-5.33	1299.9	16:52:04.06
1687445526.0928943	556.94	742.97	21.79	6.42	0.0	0.0	-0.62	-6.55	1299.91	16:52:06.08
1687445527.2939591	556.94	742.96	22.06	6.28	0.0	0.0	-0.62	-6.25	1299.9	16:52:07.28
1687445528.297913	556.94	742.95	22.46	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:52:08.28
1687445529.302772	556.93	742.97	21.39	6.82	0.0	0.0	-0.62	-7.47	1299.9	16:52:09.28
1687445531.5230403	556.94	742.96	21.79	6.28	0.0	0.0	-0.62	-6.25	1299.9	16:52:11.51
1687445532.5259619	556.93	742.95	21.26	5.61	0.0	0.0	-0.62	-4.71	1299.88	16:52:12.51
1687445534.728279	556.94	742.96	22.33	6.15	0.0	0.0	-0.62	-5.94	1299.9	16:52:14.71
1687445536.9303658	556.93	742.96	21.26	5.88	0.0	0.0	-0.62	-5.33	1299.8899999999999	16:52:16.92
1687445537.933997	556.94	742.95	22.19	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:52:17.92
1687445538.9383335	556.94	742.96	21.93	5.88	0.0	0.0	-0.62	-5.33	1299.9	16:52:18.92
1687445540.1355937	556.94	742.95	22.59	5.61	0.0	0.0	-0.62	-4.71	1299.89	16:52:20.12
1687445541.1394603	556.94	742.97	22.19	6.68	0.0	0.0	-0.62	-7.17	1299.91	16:52:21.12
1687445542.1432767	556.93	742.96	21.53	6.28	0.0	0.0	-0.62	-6.25	1299.8899999999999	16:52:22.13
1687445543.3606572	556.94	742.96	22.19	5.88	0.0	0.0	-0.62	-5.33	1299.9	16:52:23.35
1687445544.3655014	556.94	742.95	22.06	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:52:24.35
1687445545.3703363	556.94	742.95	21.93	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:52:25.35
1687445547.5720062	556.94	742.96	22.19	6.01	0.0	0.0	-0.62	-5.63	1299.9	16:52:27.55
1687445550.7962165	556.93	742.96	21.53	6.15	0.0	0.0	-0.62	-5.94	1299.8899999999999	16:52:30.78
1687445551.8002799	556.94	742.95	21.93	5.61	0.0	0.0	-0.62	-4.71	1299.89	16:52:31.78
1687445553.0043528	556.94	742.96	22.06	5.88	0.0	0.0	-0.62	-5.33	1299.9	16:52:32.98
1687445555.0113878	556.94	742.96	21.79	6.15	0.0	0.0	-0.62	-5.94	1299.9	16:52:34.99
1687445556.222167	556.93	742.95	21.39	5.61	0.0	0.0	-0.62	-4.71	1299.88	16:52:36.21
1687445557.2267392	556.94	742.96	22.06	6.01	0.0	0.0	-0.62	-5.63	1299.9	16:52:37.21
1687445558.2317917	556.94	742.94	21.79	5.08	0.0	0.0	-0.62	-3.49	1299.88	16:52:38.21
1687445560.431976	556.94	742.95	21.79	5.61	0.0	0.0	-0.62	-4.71	1299.89	16:52:40.42
1687445561.4365919	556.94	742.96	21.79	5.88	0.0	0.0	-0.62	-5.33	1299.9	16:52:41.42
1687445562.6336846	556.94	742.94	22.19	5.35	0.0	0.0	-0.62	-4.1	1299.88	16:52:42.62
1687445563.6384094	556.94	742.95	21.93	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:52:43.62
1687445564.6424916	556.93	742.96	21.39	6.15	0.0	0.0	-0.62	-5.94	1299.8899999999999	16:52:44.62
1687445565.8582315	556.94	742.94	22.33	5.08	0.0	0.0	-0.62	-3.49	1299.88	16:52:45.85
1687445566.863478	556.93	742.96	21.26	6.15	0.0	0.0	-0.62	-5.94	1299.8899999999999	16:52:46.85
1687445567.8683338	556.94	742.95	22.33	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:52:47.85
1687445570.068854	556.94	742.96	22.33	6.01	0.0	0.0	-0.62	-5.63	1299.9	16:52:50.05
1687445571.0734606	556.94	742.95	21.93	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:52:51.05
1687445573.2823253	556.94	742.94	22.06	5.35	0.0	0.0	-0.62	-4.1	1299.88	16:52:53.26
1687445574.2936432	556.93	742.97	21.53	6.55	0.0	0.0	-0.62	-6.86	1299.9	16:52:54.28
1687445576.4977605	556.94	742.95	22.06	5.61	0.0	0.0	-0.62	-4.71	1299.89	16:52:56.48
1687445577.5021496	556.94	742.97	22.06	6.55	0.0	0.0	-0.62	-6.86	1299.91	16:52:57.48
1687445579.7073627	556.94	742.95	21.79	5.75	0.0	0.0	-0.62	-5.02	1299.89	16:52:59.69
1687445580.7117693	556.94	742.96	21.93	5.88	0.0	0.0	-0.62	-5.33	1299.9	16:53:00.69
1687445582.930205	556.94	742.96	22.06	5.88	0.0	0.0	-0.62	-5.33	1299.9	16:53:02.91
1687445585.1407328	556.94	742.95	22.33	5.48	0.0	0.0	-0.62	-4.41	1299.89	16:53:05.12
1687445586.144443	556.93	742.96	21.26	6.01	0.0	0.0	-0.62	-5.63	1299.8899999999999	16:53:06.12
1687445587.1551874	556.93	742.96	21.13	6.28	0.0	0.0	-0.62	-6.25	1299.8899999999999	16:53:07.14
1687445589.3823562	556.94	742.95	21.93	5.61	0.0	0.0	-0.62	-4.71	1299.89	16:53:09.36
1687445590.383674	556.94	742.97	21.93	6.68	0.0	0.0	-0.62	-7.17	1299.91	16:53:10.37
1687445592.606127	556.93	742.96	21.39	6.01	0.0	0.0	-0.62	-5.63	1299.8899999999999	16:53:12.59
