LinuxTime	Length2	Length4	Tension2	Tension4	TargetLength2	TargetLength4	ErrLength2	ErrLength4	LengthTot	DayTime
1686812596.5904372	603.84	696.05	5.9	5.48	0.0	0.0	-0.58	-9.45	1299.8899999999999	09:03:16.57
1686812597.5943027	603.84	696.05	5.5	5.35	0.0	0.0	0.29	-9.14	1299.8899999999999	09:03:17.57
1686812598.7526138	603.84	696.05	5.64	5.35	0.0	0.0	-0.0	-9.14	1299.8899999999999	09:03:18.73
1686812600.7595022	603.84	696.04	5.37	5.08	0.0	0.0	0.58	-8.53	1299.88	09:03:20.74
1686812602.0331905	603.82	696.04	4.43	4.95	0.0	0.0	2.63	-8.22	1299.8600000000001	09:03:22.02
1686812603.036125	603.82	696.05	4.43	5.35	0.0	0.0	2.63	-9.14	1299.87	09:03:23.02
1686812606.2605863	603.82	696.05	4.43	5.35	0.0	0.0	2.63	-9.14	1299.87	09:03:26.25
1686812607.2659924	603.83	696.04	4.83	5.08	0.0	0.0	1.75	-8.53	1299.87	09:03:27.25
1686812609.4903746	603.83	696.05	4.97	5.21	0.0	0.0	1.46	-8.84	1299.88	09:03:29.47
1686812610.4945433	603.83	696.03	4.97	4.28	0.0	0.0	1.46	-6.69	1299.8600000000001	09:03:30.47
1686812613.7014976	603.83	696.04	4.83	4.81	0.0	0.0	1.75	-7.92	1299.87	09:03:33.68
1686812615.9060318	603.82	696.04	4.43	5.08	0.0	0.0	2.63	-8.53	1299.8600000000001	09:03:35.88
1686812616.9180157	603.83	696.04	5.24	4.81	0.0	0.0	0.88	-7.92	1299.87	09:03:36.90
1686812619.123087	603.82	696.05	4.57	5.35	0.0	0.0	2.33	-9.14	1299.87	09:03:39.11
1686812620.1278002	603.83	696.04	4.97	5.08	0.0	0.0	1.46	-8.53	1299.87	09:03:40.11
1686812622.3488398	603.82	696.04	4.7	4.95	0.0	0.0	2.04	-8.22	1299.8600000000001	09:03:42.33
1686812623.3522103	603.82	696.04	4.3	5.08	0.0	0.0	2.92	-8.53	1299.8600000000001	09:03:43.33
1686812625.555222	603.84	696.06	5.5	5.88	0.0	0.0	0.29	-10.37	1299.9	09:03:45.54
1686812627.7574744	603.82	696.04	4.3	5.08	0.0	0.0	2.92	-8.53	1299.8600000000001	09:03:47.74
1686812628.7612433	603.82	696.04	4.3	4.95	0.0	0.0	2.92	-8.22	1299.8600000000001	09:03:48.74
1686812629.7670705	603.83	696.05	5.24	5.21	0.0	0.0	0.88	-8.84	1299.88	09:03:49.75
1686812632.975903	603.83	696.04	4.97	5.08	0.0	0.0	1.46	-8.53	1299.87	09:03:52.95
1686812634.1915052	603.83	696.05	5.1	5.61	0.0	0.0	1.17	-9.76	1299.88	09:03:54.17
1686812635.1963413	603.82	696.04	4.43	4.95	0.0	0.0	2.63	-8.22	1299.8600000000001	09:03:55.17
1686812636.2001963	603.84	696.05	5.5	5.48	0.0	0.0	0.29	-9.45	1299.8899999999999	09:03:56.18
1686812637.4106402	603.83	696.04	4.97	4.95	0.0	0.0	1.46	-8.22	1299.87	09:03:57.40
1686812638.4146874	603.83	696.04	4.97	5.08	0.0	0.0	1.46	-8.53	1299.87	09:03:58.40
1686812639.4186833	603.84	696.04	5.77	4.95	0.0	0.0	-0.29	-8.22	1299.88	09:03:59.40
1686812640.6237855	603.83	696.06	4.97	5.75	0.0	0.0	1.46	-10.06	1299.8899999999999	09:04:00.60
1686812641.6286333	603.83	696.05	4.97	5.48	0.0	0.0	1.46	-9.45	1299.88	09:04:01.60
1686812642.6405325	603.81	696.03	4.17	4.28	0.0	0.0	3.21	-6.69	1299.84	09:04:02.63
1686812644.864861	603.84	696.05	5.9	5.48	0.0	0.0	-0.58	-9.45	1299.8899999999999	09:04:04.85
1686812645.869444	603.83	696.06	5.24	6.01	0.0	0.0	0.88	-10.68	1299.8899999999999	09:04:05.85
1686812647.0581253	603.84	696.04	5.77	4.95	0.0	0.0	-0.29	-8.22	1299.88	09:04:07.03
1686812648.0688186	603.83	696.03	5.24	4.68	0.0	0.0	0.88	-7.61	1299.8600000000001	09:04:08.06
1686812649.0740092	603.83	696.04	5.1	5.08	0.0	0.0	1.17	-8.53	1299.87	09:04:09.06
1686812650.2722828	603.83	696.05	4.83	5.48	0.0	0.0	1.75	-9.45	1299.88	09:04:10.26
1686812651.2769403	603.83	696.05	5.24	5.61	0.0	0.0	0.88	-9.76	1299.88	09:04:11.26
1686812652.2819843	603.83	696.05	4.97	5.21	0.0	0.0	1.46	-8.84	1299.88	09:04:12.26
1686812654.5002227	603.84	696.06	5.9	6.01	0.0	0.0	-0.58	-10.68	1299.9	09:04:14.49
1686812655.505165	603.83	696.04	4.83	4.95	0.0	0.0	1.75	-8.22	1299.87	09:04:15.49
1686812657.7251928	603.84	696.05	5.37	5.35	0.0	0.0	0.58	-9.14	1299.8899999999999	09:04:17.71
1686812658.7296798	603.83	696.04	4.83	4.81	0.0	0.0	1.75	-7.92	1299.87	09:04:18.71
1686812660.9404502	603.84	696.04	5.37	5.08	0.0	0.0	0.58	-8.53	1299.88	09:04:20.92
1686812661.9440992	603.83	696.03	5.1	4.41	0.0	0.0	1.17	-7.0	1299.8600000000001	09:04:21.92
1686812663.1565673	603.83	696.04	5.1	4.95	0.0	0.0	1.17	-8.22	1299.87	09:04:23.14
1686812664.1620743	603.82	696.06	4.57	6.01	0.0	0.0	2.33	-10.68	1299.88	09:04:24.14
1686812665.1670518	603.83	696.04	5.1	5.08	0.0	0.0	1.17	-8.53	1299.87	09:04:25.14
1686812667.3882763	603.84	696.04	5.37	4.95	0.0	0.0	0.58	-8.22	1299.88	09:04:27.37
1686812669.604077	603.84	696.04	5.5	4.95	0.0	0.0	0.29	-8.22	1299.88	09:04:29.59
