LinuxTime	Length2	Length4	Tension2	Tension4	TargetLength2	TargetLength4	ErrLength2	ErrLength4	LengthTot	DayTime
1686671405.6160557	594.92	693.42	6.17	15.91	0.0	0.0	1.42	6.47	1288.34	17:50:05.60
1686671406.6201012	594.93	693.42	6.7	15.77	0.0	0.0	0.25	6.78	1288.35	17:50:06.60
1686671408.7812457	594.93	693.42	6.57	16.04	0.0	0.0	0.54	6.17	1288.35	17:50:08.76
1686671409.7853947	594.93	693.41	6.44	15.24	0.0	0.0	0.83	8.01	1288.34	17:50:09.76
1686671411.0777178	594.93	693.41	6.44	15.1	0.0	0.0	0.83	8.31	1288.34	17:50:11.06
1686671412.0819137	594.93	693.43	6.44	16.44	0.0	0.0	0.83	5.25	1288.36	17:50:12.07
1686671413.085699	594.92	693.42	5.77	15.37	0.0	0.0	2.29	7.7	1288.34	17:50:13.07
1686671414.30267	594.93	693.42	6.44	15.37	0.0	0.0	0.83	7.7	1288.35	17:50:14.29
1686671415.3055513	594.92	693.43	6.04	16.44	0.0	0.0	1.71	5.25	1288.35	17:50:15.29
1686671416.309915	594.93	693.41	6.7	15.24	0.0	0.0	0.25	8.01	1288.34	17:50:16.29
1686671417.5276108	594.92	693.42	6.3	15.77	0.0	0.0	1.13	6.78	1288.34	17:50:17.51
1686671418.5324872	594.92	693.42	6.04	15.51	0.0	0.0	1.71	7.39	1288.34	17:50:18.52
1686671420.73317	594.93	693.41	6.57	15.24	0.0	0.0	0.54	8.01	1288.34	17:50:20.72
1686671421.736368	594.92	693.42	6.17	15.91	0.0	0.0	1.42	6.47	1288.34	17:50:21.72
1686671422.7400217	594.93	693.42	6.57	15.51	0.0	0.0	0.54	7.39	1288.35	17:50:22.72
1686671423.941139	594.93	693.42	6.44	15.37	0.0	0.0	0.83	7.7	1288.35	17:50:23.92
1686671424.9457297	594.93	693.41	6.97	14.7	0.0	0.0	-0.33	9.23	1288.34	17:50:24.93
1686671425.949823	594.92	693.42	6.17	15.77	0.0	0.0	1.42	6.78	1288.34	17:50:25.93
1686671427.1640465	594.92	693.43	5.9	16.71	0.0	0.0	2.0	4.63	1288.35	17:50:27.15
1686671428.1678615	594.92	693.43	5.9	16.57	0.0	0.0	2.0	4.94	1288.35	17:50:28.15
1686671429.1721575	594.93	693.42	6.44	15.64	0.0	0.0	0.83	7.09	1288.35	17:50:29.15
1686671431.3885884	594.93	693.43	6.44	16.17	0.0	0.0	0.83	5.86	1288.36	17:50:31.37
1686671432.3924842	594.92	693.42	5.9	15.37	0.0	0.0	2.0	7.7	1288.34	17:50:32.38
1686671433.5921915	594.93	693.42	6.57	16.04	0.0	0.0	0.54	6.17	1288.35	17:50:33.58
1686671434.5965521	594.96	693.38	6.57	15.24	0.0	0.0	0.57	7.97	1288.3400000000001	17:50:34.58
1686671437.8035915	595.0	693.37	7.1	16.31	0.0	0.0	-0.56	5.49	1288.37	17:50:37.78
1686671438.8076475	594.97	693.35	5.64	15.1	0.0	0.0	2.65	8.25	1288.3200000000002	17:50:38.79
1686671440.0132265	594.98	693.35	5.77	15.1	0.0	0.0	2.35	8.25	1288.33	17:50:39.99
