Time	FlowIn	Tout	Hout	Tamb	Hamb	Hin	CryoL	Ta	Tb	Tc	Td	I1	I3
1686122671.0789447	-0.990	21.700	43.500	22.000	45.700	28.978	0.000	21.881	21.965	22.031	22.085	0.080	0.000
1686122672.088916	-0.990	21.700	43.500	22.000	45.700	29.169	0.000	21.881	21.965	22.031	22.086	0.080	0.010
1686122673.078879	-0.620	21.700	43.400	22.000	45.700	28.788	0.000	21.881	21.965	22.031	22.086	0.080	0.010
1686122674.0788674	-0.810	21.700	43.400	22.000	45.700	29.169	0.000	21.882	21.965	22.031	22.086	0.080	0.010
1686122675.0788355	-0.440	21.700	43.300	22.000	45.700	28.598	0.000	21.882	21.965	22.031	22.086	0.080	0.000
1686122676.0788038	-0.440	21.700	43.300	22.000	45.700	28.598	0.000	21.881	21.965	22.031	22.087	0.080	0.000
1686122677.0887578	-0.810	21.700	43.300	22.000	45.700	28.408	0.000	21.882	21.966	22.031	22.086	0.080	0.010
1686122678.0887084	-0.260	21.700	43.300	22.000	45.700	28.408	0.000	21.882	21.966	22.031	22.086	0.080	0.010
1686122679.088679	-0.620	21.700	43.300	22.000	45.700	28.788	0.000	21.882	21.965	22.031	22.086	0.080	0.010
1686122680.258638	-0.620	21.700	43.300	22.000	45.700	28.408	0.000	21.883	21.965	22.032	22.086	0.080	0.010
1686122681.0786195	-0.440	21.800	43.300	22.000	45.700	28.408	0.000	21.883	21.965	22.032	22.086	0.080	0.010
1686122682.0786185	-0.620	21.800	43.300	22.000	45.700	28.408	0.000	21.883	21.966	22.031	22.086	0.080	0.000
1686122683.088586	-0.070	21.800	43.300	22.000	45.700	28.218	0.000	21.882	21.965	22.031	22.087	0.080	0.000
1686122684.0885248	-0.810	21.800	43.300	22.000	45.700	28.028	0.000	21.883	21.965	22.031	22.087	0.080	0.010
1686122685.088524	-0.620	21.700	43.300	22.000	45.700	28.218	0.000	21.883	21.964	22.031	22.086	0.080	0.010
