Time	FlowIn	Tout	Hout	Tamb	Hamb	Hin	CryoL	Ta	Tb	Tc	Td	I1	I3
1686211364.15928	-0.620	23.100	44.500	23.300	46.600	-6.575	0.000	22.347	22.356	22.445	22.554	0.080	0.080
1686211365.1592479	-0.070	23.100	44.500	23.300	46.600	-6.765	0.000	22.346	22.356	22.445	22.554	0.080	0.080
1686211366.1592119	-0.620	23.100	44.400	23.300	46.600	-6.575	0.000	22.346	22.355	22.445	22.554	0.080	0.080
1686211367.1592107	-1.350	23.100	44.400	23.300	46.600	-6.575	0.000	22.347	22.355	22.445	22.554	0.080	0.080
1686211368.1591527	-0.260	23.100	44.300	23.300	46.600	-6.575	0.000	22.347	22.355	22.445	22.554	0.080	0.080
1686211369.1691203	-0.620	23.100	44.300	23.300	46.600	-6.765	0.000	22.347	22.355	22.444	22.554	0.080	0.080
1686211370.1691155	-0.810	23.100	44.400	23.300	46.600	-6.385	0.000	22.347	22.355	22.445	22.554	0.080	0.080
1686211371.1590624	-0.620	23.100	44.400	23.300	46.600	-6.385	0.000	22.347	22.355	22.445	22.554	0.080	0.080
1686211372.1690555	-0.620	23.100	44.400	23.300	46.600	-6.956	0.000	22.346	22.355	22.445	22.554	0.080	0.080
1686211373.1590245	-0.440	23.100	44.400	23.300	46.600	-6.765	0.000	22.346	22.356	22.445	22.555	0.080	0.080
1686211374.1589916	-1.170	23.100	44.300	23.300	46.600	-6.575	0.000	22.347	22.356	22.445	22.554	0.080	0.080
1686211375.1589627	-1.170	23.100	44.300	23.300	46.600	-6.765	0.000	22.346	22.355	22.444	22.554	0.080	0.080
1686211376.1589303	-0.990	23.100	44.300	23.300	46.600	-6.765	0.000	22.346	22.355	22.445	22.554	0.080	0.080
1686211377.1588733	-0.620	23.100	44.300	23.300	46.600	-6.956	0.000	22.347	22.355	22.445	22.554	0.080	0.080
1686211378.1588686	-0.620	23.100	44.300	23.300	46.600	-6.575	0.000	22.346	22.355	22.445	22.554	0.080	0.080
