LinuxTime	Length2	Length4	Tension2	Tension4	ErrLength2	ErrLength4	LengthTot	DayTime
1686298905.4457603	604.52	695.24	6.04	8.69	-0.01	4.61	1299.76	10:21:45.42
1686298907.7022765	604.51	695.24	5.77	9.09	0.57	3.69	1299.75	10:21:47.69
1686298908.7075129	604.53	695.24	7.1	8.82	-2.34	4.3	1299.77	10:21:48.69
1686298909.9442613	604.52	695.24	6.44	8.96	-0.89	3.99	1299.76	10:21:49.93
1686298910.9493132	604.53	695.25	7.1	9.62	-2.34	2.46	1299.78	10:21:50.93
1686298911.9546726	604.51	695.24	5.77	8.82	0.57	4.3	1299.75	10:21:51.93
1686298914.1985383	604.52	695.23	6.04	8.29	-0.01	5.53	1299.75	10:21:54.18
1686298915.2018745	604.51	695.24	5.64	8.96	0.87	3.99	1299.75	10:21:55.18
1686298918.4610991	604.55	695.2	6.3	8.55	-0.56	4.88	1299.75	10:21:58.45
1686298919.707038	604.56	695.2	6.7	8.55	-1.44	4.88	1299.76	10:21:59.69
1686298920.7111094	604.56	695.2	6.57	8.29	-1.15	5.5	1299.76	10:22:00.69
1686298921.715306	604.55	695.21	6.44	8.82	-0.85	4.27	1299.76	10:22:01.69
1686298923.970434	604.56	695.22	6.84	7.49	-1.73	7.37	1299.78	10:22:03.95
1686298924.974581	604.58	695.23	6.04	8.55	0.05	4.91	1299.81	10:22:04.96
1686298927.2030149	604.59	695.26	6.97	10.29	-1.99	0.92	1299.85	10:22:07.18
1686298929.4372795	604.58	695.19	6.04	7.89	0.05	6.41	1299.77	10:22:09.42
1686298930.4418144	604.6	695.2	7.24	8.42	-2.58	5.19	1299.8000000000002	10:22:10.43
1686298931.4464	604.59	695.21	6.97	9.22	-1.99	3.35	1299.8000000000002	10:22:11.43
1686298934.7068412	604.57	695.2	5.64	8.15	0.93	5.8	1299.77	10:22:14.69
1686298936.9353755	604.57	695.2	5.77	8.29	0.63	5.49	1299.77	10:22:16.92
1686298937.9401944	604.58	695.2	6.44	8.55	-0.82	4.88	1299.7800000000002	10:22:17.92
1686298940.1848133	604.59	695.2	6.7	8.29	-1.41	5.49	1299.79	10:22:20.16
1686298943.4413607	604.59	695.22	6.57	9.49	-1.12	2.73	1299.81	10:22:23.43
1686298944.4449875	604.59	695.24	6.7	9.22	-1.41	3.38	1299.83	10:22:24.43
1686298945.6857505	604.58	695.21	5.9	8.69	0.34	4.57	1299.79	10:22:25.67
1686298946.6903734	604.59	695.21	6.7	8.96	-1.41	3.96	1299.8000000000002	10:22:26.67
1686298947.6949801	604.58	695.21	6.04	8.82	0.05	4.27	1299.79	10:22:27.68
1686298949.9349678	604.6	695.2	7.37	8.55	-2.87	4.88	1299.8000000000002	10:22:29.92
1686298950.9376938	604.58	695.2	5.9	8.29	0.34	5.49	1299.7800000000002	10:22:30.92
1686298952.1786778	604.58	695.2	6.3	8.42	-0.53	5.19	1299.7800000000002	10:22:32.16
1686298953.1831787	604.58	695.21	6.04	8.69	0.05	4.57	1299.79	10:22:33.17
1686298954.1880755	604.58	695.2	6.04	8.15	0.05	5.8	1299.7800000000002	10:22:34.17
1686298956.446204	604.58	695.19	6.44	8.02	-0.82	6.11	1299.77	10:22:36.43
1686298957.4506285	604.59	695.22	6.97	9.36	-1.99	3.04	1299.81	10:22:37.43
1686298958.695503	604.57	695.2	5.64	8.42	0.93	5.19	1299.77	10:22:38.67
1686298959.699617	604.6	695.2	7.37	8.55	-2.87	4.88	1299.8000000000002	10:22:39.68
1686298960.7123837	604.6	695.2	7.37	8.15	-2.87	5.8	1299.8000000000002	10:22:40.70
1686298961.9538743	604.57	695.2	5.64	8.55	0.93	4.88	1299.77	10:22:41.94
1686298962.9583755	604.58	695.2	6.44	8.29	-0.82	5.49	1299.7800000000002	10:22:42.94
1686298963.9639602	604.59	695.21	6.57	8.82	-1.12	4.27	1299.8000000000002	10:22:43.94
1686298965.219751	604.58	695.18	6.44	7.35	-0.82	7.64	1299.76	10:22:45.21
1686298966.2248886	604.6	695.19	7.1	7.49	-2.28	7.33	1299.79	10:22:46.21
1686298968.4849598	604.58	695.2	6.04	8.55	0.05	4.88	1299.7800000000002	10:22:48.47
1686298970.4929287	604.58	695.2	6.44	8.55	-0.82	4.88	1299.7800000000002	10:22:50.48
1686298971.730336	604.58	695.2	5.9	8.15	0.34	5.8	1299.7800000000002	10:22:51.72
1686298972.735092	604.57	695.19	5.77	7.49	0.63	7.33	1299.7600000000002	10:22:52.72
1686298973.7400675	604.59	695.19	6.57	8.02	-1.12	6.11	1299.7800000000002	10:22:53.72
1686298974.9831426	604.59	695.2	6.7	8.29	-1.41	5.49	1299.79	10:22:54.96
1686298975.9863634	604.58	695.19	6.04	7.75	0.05	6.72	1299.77	10:22:55.96
1686298976.9899004	604.59	695.21	6.57	8.69	-1.12	4.57	1299.8000000000002	10:22:56.97
1686298978.2420468	604.58	695.2	6.17	8.15	-0.24	5.8	1299.7800000000002	10:22:58.23
1686298979.249866	0.0	0.0	6.57	8.55	-1.19	4.81	0.0	10:22:59.23
1686298980.2561684	0.0	0.0	5.5	7.89	-0.39	4.21	0.0	10:23:00.23
1686298981.5139468	0.0	0.0	4.97	6.55	-0.76	3.79	0.0	10:23:01.49
1686298982.5188158	0.0	0.0	4.43	6.15	-0.33	2.67	0.0	10:23:02.50
1686298983.5232534	0.0	0.0	4.43	6.15	-0.44	1.2	0.0	10:23:03.50
1686298984.7550924	0.0	0.0	4.57	5.21	-0.73	1.81	0.0	10:23:04.74
1686298985.7599304	0.0	0.0	4.43	4.28	-0.44	3.16	0.0	10:23:05.74
1686298986.7648022	0.0	0.0	4.03	4.95	0.43	1.14	0.0	10:23:06.74
1686298988.0184894	604.56	695.15	5.1	5.61	-1.9	-0.51	1299.71	10:23:08.01
1686298989.023627	604.55	695.13	4.17	4.68	0.14	1.64	1299.6799999999998	10:23:09.01
1686298990.0290995	604.56	695.13	4.83	4.68	-1.32	1.64	1299.69	10:23:10.01
1686298991.2643113	604.56	695.13	4.7	4.54	-1.03	1.94	1299.69	10:23:11.25
1686298992.2690818	604.54	695.12	4.03	4.14	0.43	2.86	1299.6599999999999	10:23:12.25
1686298993.2737982	604.56	695.13	4.83	4.54	-1.32	1.94	1299.69	10:23:13.25
1686298994.5091653	604.57	695.13	5.37	4.54	-2.49	1.94	1299.7	10:23:14.50
1686298995.5131516	604.56	695.14	4.83	5.08	-1.32	0.72	1299.6999999999998	10:23:15.50
1686298996.5170426	604.56	695.14	4.7	4.95	-1.03	1.02	1299.6999999999998	10:23:16.50
1686298997.7429476	604.56	695.13	5.1	4.54	-1.9	1.94	1299.69	10:23:17.72
1686298998.7458014	604.56	695.13	4.97	4.68	-1.61	1.64	1299.69	10:23:18.72
1686298999.7505057	604.56	695.13	4.83	4.54	-1.32	1.94	1299.69	10:23:19.72
1686299001.985241	605.0	695.0	4.7	4.95	0.0	-0.0	1300.0	10:23:21.97
1686299002.9900699	605.0	695.0	4.57	4.81	0.29	0.31	1300.0	10:23:22.97
1686299004.2352483	605.0	695.0	4.97	5.08	-0.58	-0.31	1300.0	10:23:24.21
1686299005.2385516	605.0	694.99	4.57	4.41	0.29	1.23	1299.99	10:23:25.21
1686299006.24963	605.0	695.0	4.57	4.95	0.29	-0.0	1300.0	10:23:26.24
1686299007.478001	605.0	694.99	4.97	4.68	-0.58	0.61	1299.99	10:23:27.46
1686299008.481605	605.0	695.0	4.7	4.95	0.0	-0.0	1300.0	10:23:28.46
1686299009.4850123	605.01	694.99	5.5	4.68	-1.75	0.61	1300.0	10:23:29.46
1686299010.717674	604.99	695.0	4.03	4.81	1.46	0.31	1299.99	10:23:30.70
1686299011.7223828	605.0	695.0	4.83	4.95	-0.29	-0.0	1300.0	10:23:31.70
1686299012.7275152	605.0	695.0	4.7	4.95	0.0	-0.0	1300.0	10:23:32.71
1686299013.961525	605.0	694.99	4.7	4.54	0.0	0.92	1299.99	10:23:33.95
1686299014.9653294	604.99	694.98	4.03	4.14	1.46	1.84	1299.97	10:23:34.95
1686299015.9691207	605.0	694.99	4.57	4.68	0.29	0.61	1299.99	10:23:35.95
1686299018.2119856	605.0	695.0	4.7	5.08	0.0	-0.31	1300.0	10:23:38.20
1686299019.2162786	605.0	695.01	4.57	5.61	0.29	-1.53	1300.01	10:23:39.20
1686299022.4450088	605.0	694.99	4.57	4.68	0.29	0.61	1299.99	10:23:42.42
1686299024.6849167	605.0	695.01	4.7	5.35	0.0	-0.92	1300.01	10:23:44.67
1686299025.6904616	604.99	694.99	4.03	4.68	1.46	0.61	1299.98	10:23:45.67
1686299027.9481657	605.0	694.99	4.43	4.54	0.58	0.92	1299.99	10:23:47.93
1686299028.9535484	604.99	695.01	4.3	5.21	0.88	-0.61	1300.0	10:23:48.93
1686299030.1897979	604.99	695.0	4.03	5.08	1.46	-0.31	1299.99	10:23:50.18
1686299031.1946163	605.0	694.99	4.57	4.68	0.29	0.61	1299.99	10:23:51.18
1686299032.1982224	605.0	695.0	4.57	4.95	0.29	-0.0	1300.0	10:23:52.18
1686299033.435317	605.0	695.0	4.57	4.81	0.29	0.31	1300.0	10:23:53.42
1686299034.440028	604.99	695.0	4.03	4.81	1.46	0.31	1299.99	10:23:54.42
1686299036.6802707	605.0	694.99	4.7	4.54	0.0	0.92	1299.99	10:23:56.67
1686299037.6836684	605.0	695.01	4.7	5.21	0.0	-0.61	1300.01	10:23:57.67
1686299038.688698	605.0	694.99	4.57	4.68	0.29	0.61	1299.99	10:23:58.67
1686299040.9296875	604.99	695.0	4.03	4.81	1.46	0.31	1299.99	10:24:00.91
1686299041.9347303	605.0	695.0	4.7	4.81	0.0	0.31	1300.0	10:24:01.92
1686299044.175038	604.99	694.99	4.3	4.41	0.88	1.23	1299.98	10:24:04.16
1686299045.1797967	604.99	695.0	4.17	4.81	1.17	0.31	1299.99	10:24:05.16
1686299047.4269748	605.0	694.99	4.83	4.54	-0.29	0.92	1299.99	10:24:07.40
1686299048.4309921	605.0	695.01	4.7	5.21	0.0	-0.61	1300.01	10:24:08.41
1686299049.6833386	605.0	695.0	4.97	4.81	-0.58	0.31	1300.0	10:24:09.67
1686299050.6868088	604.99	695.02	4.03	5.88	1.46	-2.15	1300.01	10:24:10.67
1686299051.691167	605.0	695.0	4.83	4.95	-0.29	-0.0	1300.0	10:24:11.67
1686299052.946663	605.0	694.99	4.83	4.68	-0.29	0.61	1299.99	10:24:12.93
1686299053.9511225	604.99	694.99	4.3	4.28	0.88	1.53	1299.98	10:24:13.94
1686299054.9550045	605.0	695.01	4.83	5.21	-0.29	-0.61	1300.01	10:24:14.94
1686299056.192567	605.0	695.0	4.7	5.08	0.0	-0.31	1300.0	10:24:16.18
1686299057.1971066	604.99	695.0	4.17	4.81	1.17	0.31	1299.99	10:24:17.18
1686299058.2024512	605.0	695.01	4.7	5.35	0.0	-0.92	1300.01	10:24:18.18
1686299059.4389217	605.0	695.01	4.83	5.48	-0.29	-1.23	1300.01	10:24:19.42
1686299060.4426954	605.01	695.01	5.5	5.35	-1.75	-0.92	1300.02	10:24:20.43
1686299061.447194	605.01	694.99	5.1	4.68	-0.88	0.61	1300.0	10:24:21.43
1686299063.690827	605.0	694.99	4.43	4.54	0.58	0.92	1299.99	10:24:23.67
1686299064.695009	605.0	694.99	4.83	4.68	-0.29	0.61	1299.99	10:24:24.67
1686299065.9376464	605.0	695.01	4.83	5.21	-0.29	-0.61	1300.01	10:24:25.92
1686299066.9423888	315.0	985.0	4.7	4.28	0.08	1.53	1300.0	10:24:26.92
1686299067.9573693	315.0	985.0	4.57	4.41	1.43	1.21	1300.0	10:24:27.94
1686299069.1955526	315.0	985.0	5.77	4.41	1.44	1.21	1300.0	10:24:29.18
1686299070.2010324	315.0	985.0	7.37	4.28	0.19	1.51	1300.0	10:24:30.18
1686299071.2061386	315.0	985.0	8.17	3.61	0.66	3.03	1300.0	10:24:31.18
1686299072.4303958	315.0	985.0	9.78	4.01	-0.09	2.07	1300.0	10:24:32.41
1686299073.4444454	315.0	985.0	11.24	4.81	-1.0	0.22	1300.0	10:24:33.43
1686299074.4490943	315.0	985.0	10.98	5.08	1.84	-0.4	1300.0	10:24:34.43
1686299076.711445	315.0	985.0	13.78	5.35	0.78	-1.0	1300.0	10:24:36.69
1686299077.716485	315.0	985.0	14.85	4.81	0.61	0.23	1300.0	10:24:37.70
1686299079.958323	315.0	985.0	13.25	6.42	3.08	-0.65	1300.0	10:24:39.94
1686299080.9635148	315.0	985.0	14.32	6.15	0.88	0.29	1300.0	10:24:40.94
1686299083.2047668	315.0	985.0	14.18	6.82	1.41	-0.8	1300.0	10:24:43.19
1686299085.4462068	315.0	985.0	13.91	6.95	2.32	-1.05	1300.0	10:24:45.43
1686299086.4511573	315.0	985.0	15.52	6.55	-0.98	-0.12	1300.0	10:24:46.43
1686299087.455943	315.0	985.0	14.72	6.01	0.79	1.25	1300.0	10:24:47.43
1686299088.692186	315.0	985.0	14.85	6.82	0.29	-0.2	1300.0	10:24:48.67
1686299089.6970904	315.0	985.0	15.52	7.08	-1.13	-0.77	1300.0	10:24:49.68
1686299090.7024903	315.0	985.0	14.72	6.68	0.76	0.14	1300.0	10:24:50.68
1686299091.9410727	315.0	985.0	14.85	5.61	0.57	2.62	1300.0	10:24:51.92
1686299093.9495199	315.0	985.0	14.85	6.42	0.79	0.76	1300.0	10:24:53.92
1686299096.2047145	315.0	985.0	14.85	6.95	0.68	-0.22	1300.0	10:24:56.19
1686299098.4541829	315.0	985.0	15.38	6.42	-0.33	1.0	1300.0	10:24:58.43
1686299099.4693885	315.0	985.0	15.12	7.22	0.07	-0.84	1300.0	10:24:59.45
1686299100.4746373	315.0	985.0	15.12	7.08	0.05	-0.53	1300.0	10:25:00.45
1686299101.71457	315.0	985.0	14.72	7.08	0.82	-0.5	1300.0	10:25:01.70
1686299102.719272	315.0	985.0	14.32	6.42	1.56	1.14	1300.0	10:25:02.70
1686299103.7253313	315.0	985.0	14.58	6.82	0.99	0.2	1300.0	10:25:03.70
1686299104.9665961	315.0	985.0	14.85	7.22	0.42	-0.7	1300.0	10:25:04.94
1686299105.9824047	315.0	985.0	15.38	6.55	-0.72	0.82	1300.0	10:25:05.96
1686299106.9871771	315.0	985.0	14.45	6.55	1.28	0.84	1300.0	10:25:06.97
1686299109.2299657	315.0	985.0	15.12	7.08	0.0	-0.37	1300.0	10:25:09.21
1686299110.2352614	315.0	985.0	15.25	6.28	-0.27	1.45	1300.0	10:25:10.21
1686299111.4759097	315.0	985.0	14.85	7.22	0.62	-0.7	1300.0	10:25:11.45
1686299113.4840267	315.0	985.0	14.45	7.62	1.56	-1.65	1300.0	10:25:13.46
1686299114.7379882	315.0	985.0	14.72	6.95	0.92	-0.09	1300.0	10:25:14.72
1686299115.743079	315.0	985.0	15.25	6.68	-0.21	0.48	1300.0	10:25:15.72
1686299116.7473097	315.0	985.0	14.72	7.22	1.13	-0.77	1300.0	10:25:16.72
1686299118.993942	315.0	985.0	14.98	7.22	0.76	-0.83	1300.0	10:25:18.97
1686299120.00756	315.0	985.0	15.38	5.61	0.01	2.86	1300.0	10:25:19.99
1686299122.230881	315.0	985.0	14.98	6.01	2.0	1.61	1300.0	10:25:22.21
1686299123.2343152	315.0	985.0	15.92	6.82	0.24	-0.22	1300.0	10:25:23.22
1686299124.471131	315.0	985.0	15.25	7.62	1.78	-1.96	1300.0	10:25:24.46
1686299125.4788272	315.0	985.0	15.38	7.22	1.47	-0.91	1300.0	10:25:25.46
1686299126.4840848	315.0	985.0	15.52	6.95	0.95	-0.18	1300.0	10:25:26.46
1686299128.721131	315.0	985.0	14.98	7.75	1.34	-1.6	1300.0	10:25:28.70
1686299129.7250664	315.0	985.0	14.98	8.02	0.99	-2.08	1300.0	10:25:29.71
1686299130.9654183	315.0	985.0	15.38	6.28	-0.02	1.84	1300.0	10:25:30.95
1686299131.9708622	315.0	985.0	14.98	7.62	0.72	-1.24	1300.0	10:25:31.95
1686299135.2159986	315.0	985.0	14.98	7.22	0.51	-0.48	1300.0	10:25:35.20
1686299138.4597514	315.0	985.0	15.52	7.89	-0.64	-2.2	1300.0	10:25:38.44
1686299139.46462	315.0	985.0	14.45	6.68	1.78	0.57	1300.0	10:25:39.44
1686299140.7008605	315.0	985.0	15.12	6.95	0.54	-0.08	1300.0	10:25:40.68
1686299143.9525433	315.0	985.0	14.72	6.95	0.65	0.28	1300.0	10:25:43.93
1686299145.9716759	315.0	985.0	14.45	6.68	0.89	0.87	1300.0	10:25:45.95
1686299148.2158253	315.0	985.0	14.98	6.95	1.54	-1.02	1300.0	10:25:48.20
1686299149.2210357	315.0	985.0	15.12	6.15	2.41	0.1	1300.0	10:25:49.20
1686299151.4416416	315.0	985.0	18.19	5.61	-0.53	-0.5	1300.0	10:25:51.42
1686299152.4458616	315.0	985.0	17.92	5.08	0.41	1.65	1300.0	10:25:52.42
1686299153.6813896	315.0	985.0	18.32	6.82	-0.09	-1.53	1300.0	10:25:53.67
1686299154.6859038	315.0	985.0	18.72	6.55	-1.3	-0.12	1300.0	10:25:54.67
1686299155.6906517	315.0	985.0	15.52	8.02	1.97	-0.71	1300.0	10:25:55.67
1686299156.9272368	315.0	985.0	14.98	7.49	1.13	0.71	1300.0	10:25:56.91
1686299157.9328916	315.0	985.0	15.12	7.49	1.49	-0.52	1300.0	10:25:57.91
1686299158.937173	315.0	985.0	15.78	6.68	-0.4	1.32	1300.0	10:25:58.91
1686299161.178875	315.0	985.0	15.92	6.15	-1.01	2.53	1300.0	10:26:01.16
1686299162.1833467	315.0	985.0	16.05	7.62	-1.32	-0.85	1300.0	10:26:02.16
1686299163.4223533	315.0	985.0	14.85	7.08	1.75	-0.19	1300.0	10:26:03.40
1686299164.4278402	315.0	985.0	15.78	7.75	-0.61	-1.64	1300.0	10:26:04.40
1686299165.4438496	315.0	985.0	14.98	6.28	0.99	1.73	1300.0	10:26:05.43
1686299166.6689434	315.0	985.0	15.52	7.22	-0.36	-0.43	1300.0	10:26:06.65
1686299168.677731	315.0	985.0	14.58	6.55	1.48	1.08	1300.0	10:26:08.65
1686299169.9326541	315.0	985.0	15.25	6.68	0.17	0.52	1300.0	10:26:09.91
1686299170.936685	315.0	985.0	15.25	6.01	0.16	2.07	1300.0	10:26:10.92
1686299171.9415238	315.0	985.0	16.05	7.35	-1.6	-1.02	1300.0	10:26:11.92
1686299173.1783729	315.0	985.0	14.58	6.95	1.59	-0.08	1300.0	10:26:13.16
1686299174.1831007	315.0	985.0	15.25	7.75	0.09	-1.92	1300.0	10:26:14.16
1686299175.187465	315.0	985.0	15.52	6.82	-0.78	0.2	1300.0	10:26:15.16
1686299176.4300532	315.0	985.0	15.52	5.88	-0.91	2.38	1300.0	10:26:16.41
1686299177.4457738	315.0	985.0	14.18	5.88	1.89	2.37	1300.0	10:26:17.43
1686299178.4508598	315.0	985.0	14.32	7.22	1.46	-0.69	1300.0	10:26:18.43
1686299179.6872387	315.0	985.0	15.12	5.88	-0.3	2.39	1300.0	10:26:19.67
1686299180.6907816	315.0	985.0	15.38	6.42	-0.99	1.17	1300.0	10:26:20.67
1686299181.6957455	315.0	985.0	14.85	7.08	0.05	-0.39	1300.0	10:26:21.67
1686299183.9574234	315.0	985.0	15.25	7.08	-0.83	-0.4	1300.0	10:26:23.94
1686299184.9629047	315.0	985.0	14.58	6.68	0.55	0.54	1300.0	10:26:24.94
1686299186.2190728	315.0	985.0	14.72	7.08	0.23	-0.36	1300.0	10:26:26.20
1686299187.222796	315.0	985.0	14.72	6.15	0.19	1.78	1300.0	10:26:27.20
1686299188.227055	315.0	985.0	14.58	6.55	0.53	0.86	1300.0	10:26:28.21
1686299189.4654598	315.0	985.0	14.18	7.08	1.48	-0.42	1300.0	10:26:29.45
1686299190.46763	315.0	985.0	14.72	7.35	0.09	-0.87	1300.0	10:26:30.45
1686299192.7301042	315.0	985.0	15.52	6.55	-1.64	0.96	1300.0	10:26:32.71
1686299193.7357402	315.0	985.0	15.52	6.55	-1.69	0.99	1300.0	10:26:33.72
1686299194.7408168	315.0	985.0	14.58	7.49	0.52	-1.17	1300.0	10:26:34.72
1686299195.9760344	315.0	985.0	16.05	6.42	-2.46	1.1	1300.0	10:26:35.96
1686299196.9811797	315.0	985.0	14.98	6.68	0.07	0.35	1300.0	10:26:36.96
1686299197.9863334	315.0	985.0	13.38	6.95	3.5	-0.24	1300.0	10:26:37.96
1686299200.2267401	315.0	985.0	14.32	6.55	1.52	0.69	1300.0	10:26:40.21
1686299201.230883	315.0	985.0	14.98	6.95	0.26	-0.25	1300.0	10:26:41.21
1686299203.5092726	315.0	985.0	15.12	5.88	0.55	1.87	1300.0	10:26:43.49
1686299204.5147843	315.0	985.0	15.38	6.01	0.04	1.57	1300.0	10:26:44.49
1686299206.7443807	315.0	985.0	14.98	6.95	0.55	-0.56	1300.0	10:26:46.72
1686299207.7551825	314.86	985.0	15.38	6.68	-0.74	0.07	1299.8600000000001	10:26:47.74
1686299208.9967093	314.86	985.0	15.52	6.68	-1.03	0.07	1299.8600000000001	10:26:48.98
1686299210.0013094	314.86	984.99	15.25	6.42	-0.45	0.68	1299.85	10:26:49.98
1686299212.2417603	314.86	985.0	15.38	6.55	-0.74	0.38	1299.8600000000001	10:26:52.23
1686299213.251176	314.86	984.99	15.25	6.28	-0.45	0.99	1299.85	10:26:53.23
1686299214.256178	314.86	984.99	14.98	6.42	0.14	0.68	1299.85	10:26:54.23
1686299215.5069036	314.86	984.97	15.52	5.48	-1.03	2.83	1299.83	10:26:55.49
1686299216.511322	314.86	985.0	15.12	6.68	-0.16	0.07	1299.8600000000001	10:26:56.50
1686299218.7793343	314.86	984.99	15.12	6.42	-0.16	0.68	1299.85	10:26:58.76
1686299219.783469	314.86	985.0	15.12	6.55	-0.16	0.38	1299.8600000000001	10:26:59.76
1686299222.0464585	314.86	984.99	14.98	6.42	0.14	0.68	1299.85	10:27:02.02
1686299223.051393	314.86	985.0	15.92	6.82	-1.91	-0.24	1299.8600000000001	10:27:03.03
1686299224.0629861	314.85	985.0	14.58	6.55	1.01	0.38	1299.85	10:27:04.05
1686299226.3270774	314.86	984.99	15.38	6.42	-0.74	0.68	1299.85	10:27:06.31
1686299227.329714	314.86	985.0	15.12	6.55	-0.16	0.38	1299.8600000000001	10:27:07.31
1686299228.56896	314.86	984.99	14.72	6.15	0.72	1.3	1299.85	10:27:08.56
1686299235.0997639	314.86	985.02	15.38	7.49	-0.74	-1.77	1299.88	10:27:15.09
1686299236.1045086	314.86	985.01	16.05	7.08	-2.2	-0.85	1299.87	10:27:16.09
1686299237.1089284	314.85	985.0	14.58	6.82	1.01	-0.24	1299.85	10:27:17.09
1686299238.366476	314.86	985.0	15.12	6.68	-0.16	0.07	1299.8600000000001	10:27:18.35
1686299239.3710434	314.86	985.0	14.85	6.82	0.43	-0.24	1299.8600000000001	10:27:19.35
1686299240.3748102	314.86	985.0	15.52	6.55	-1.03	0.38	1299.8600000000001	10:27:20.36
1686299241.6327984	314.86	985.01	15.25	6.95	-0.45	-0.54	1299.87	10:27:21.62
1686299242.6368968	314.86	984.99	15.52	6.42	-1.03	0.68	1299.85	10:27:22.62
1686299243.6409416	314.86	985.01	15.12	7.08	-0.16	-0.85	1299.87	10:27:23.62
1686299245.9012158	314.86	985.0	15.65	6.68	-1.32	0.07	1299.8600000000001	10:27:25.88
1686299246.9053202	314.86	985.01	15.65	7.08	-1.32	-0.85	1299.87	10:27:26.89
1686299248.148062	314.86	985.0	15.25	6.68	-0.45	0.07	1299.8600000000001	10:27:28.13
1686299249.1519666	314.86	985.0	15.25	6.68	-0.45	0.07	1299.8600000000001	10:27:29.13
1686299250.1564946	314.86	985.0	15.38	6.68	-0.74	0.07	1299.8600000000001	10:27:30.13
1686299252.410474	314.86	985.01	15.25	7.08	-0.45	-0.85	1299.87	10:27:32.40
1686299253.4154036	314.85	985.0	14.58	6.82	1.01	-0.24	1299.85	10:27:33.40
1686299255.675995	314.86	985.0	15.65	6.55	-1.32	0.38	1299.8600000000001	10:27:35.66
1686299256.6811545	314.86	985.0	14.98	6.68	0.14	0.07	1299.8600000000001	10:27:36.66
1686299258.922632	314.86	985.03	14.72	7.75	0.72	-2.38	1299.8899999999999	10:27:38.91
1686299259.9273372	314.86	985.0	15.25	6.68	-0.45	0.07	1299.8600000000001	10:27:39.91
1686299261.1822426	314.86	985.01	15.38	7.08	-0.74	-0.85	1299.87	10:27:41.17
1686299262.187097	314.86	985.02	15.25	7.49	-0.45	-1.77	1299.88	10:27:42.17
1686299263.192605	314.86	985.03	15.92	7.75	-1.91	-2.38	1299.8899999999999	10:27:43.17
1686299264.4481738	314.86	985.01	15.38	7.08	-0.74	-0.85	1299.87	10:27:44.43
1686299265.4526823	314.86	985.02	15.25	7.35	-0.45	-1.46	1299.88	10:27:45.44
1686299266.4566958	314.86	985.01	15.78	7.08	-1.61	-0.85	1299.87	10:27:46.44
