LinuxTime	Length2	Length4	Tension2	Tension4	ErrLength2	ErrLength4	LengthTot	DayTime
1686299268.7075717	314.86	985.02	15.25	7.35	-0.45	-1.46	1299.88	10:27:48.68
1686299269.718619	314.86	985.03	14.72	7.89	0.72	-2.69	1299.8899999999999	10:27:49.71
1686299271.9686103	314.86	985.02	15.38	7.35	-0.74	-1.46	1299.88	10:27:51.95
1686299275.2328842	314.86	985.0	15.38	6.68	-0.74	0.07	1299.8600000000001	10:27:55.21
1686299276.2383285	314.86	985.01	14.72	7.08	0.72	-0.85	1299.87	10:27:56.22
1686299278.4958684	314.86	985.01	15.38	6.95	-0.74	-0.54	1299.87	10:27:58.48
1686299279.500497	314.86	985.02	16.05	7.35	-2.2	-1.46	1299.88	10:27:59.48
1686299281.7795057	314.86	985.01	15.78	7.22	-1.61	-1.16	1299.87	10:28:01.76
1686299282.7846582	314.86	985.03	15.78	7.89	-1.61	-2.69	1299.8899999999999	10:28:02.77
1686299285.014663	314.86	985.01	15.52	7.08	-1.03	-0.85	1299.87	10:28:04.99
1686299286.0268908	314.86	985.01	15.52	7.22	-1.03	-1.16	1299.87	10:28:06.01
1686299287.291158	314.86	985.01	14.98	6.95	0.14	-0.54	1299.87	10:28:07.27
1686299288.2948644	314.86	985.0	15.52	6.68	-1.03	0.07	1299.8600000000001	10:28:08.28
1686299291.5598297	314.86	985.01	15.92	7.08	-1.91	-0.85	1299.87	10:28:11.54
1686299292.5649989	314.86	984.98	14.72	6.01	0.72	1.6	1299.8400000000001	10:28:12.54
1686299293.8176699	314.86	985.0	15.65	6.82	-1.32	-0.24	1299.8600000000001	10:28:13.80
1686299294.8220243	314.86	985.0	15.38	6.68	-0.74	0.07	1299.8600000000001	10:28:14.81
1686299295.8263268	314.86	985.03	15.52	7.89	-1.03	-2.69	1299.8899999999999	10:28:15.81
1686299298.0891998	314.86	985.02	15.52	7.35	-1.03	-1.46	1299.88	10:28:18.07
1686299299.093831	314.86	985.01	15.52	6.95	-1.03	-0.54	1299.87	10:28:19.07
1686299300.3499498	314.86	985.0	15.78	6.82	-1.61	-0.24	1299.8600000000001	10:28:20.34
1686299301.3548212	314.86	985.02	16.19	7.49	-2.49	-1.77	1299.88	10:28:21.34
1686299302.358943	314.86	985.0	15.52	6.82	-1.03	-0.24	1299.8600000000001	10:28:22.34
1686299303.6048315	314.86	985.0	15.38	6.82	-0.74	-0.24	1299.8600000000001	10:28:23.58
1686299304.616988	314.86	985.0	15.25	6.68	-0.45	0.07	1299.8600000000001	10:28:24.60
1686299305.6204715	314.86	985.01	15.38	7.22	-0.74	-1.16	1299.87	10:28:25.60
1686299306.8887236	314.86	985.02	14.98	7.35	0.14	-1.46	1299.88	10:28:26.87
1686299307.8932555	314.86	985.01	15.65	7.08	-1.32	-0.85	1299.87	10:28:27.87
1686299308.9054053	314.86	985.0	16.19	6.68	-2.49	0.07	1299.8600000000001	10:28:28.89
1686299310.1760056	314.86	985.01	14.98	7.08	0.14	-0.85	1299.87	10:28:30.15
1686299311.187349	314.86	985.0	15.38	6.82	-0.74	-0.24	1299.8600000000001	10:28:31.17
1686299312.192266	314.85	985.03	14.58	7.75	1.01	-2.38	1299.88	10:28:32.17
1686299314.4538984	314.86	985.03	15.38	7.89	-0.74	-2.69	1299.8899999999999	10:28:34.44
1686299315.4585807	314.86	985.03	15.25	7.89	-0.45	-2.69	1299.8899999999999	10:28:35.44
1686299316.7072666	314.85	985.01	14.58	6.95	1.01	-0.54	1299.8600000000001	10:28:36.68
1686299317.7187529	314.86	985.01	15.92	7.22	-1.91	-1.16	1299.87	10:28:37.70
1686299318.722997	314.86	985.0	15.38	6.82	-0.74	-0.24	1299.8600000000001	10:28:38.71
1686299319.9817996	314.86	985.01	15.52	7.08	-1.03	-0.85	1299.87	10:28:39.97
1686299320.9886267	605.0	695.0	15.78	7.62	-2.45	-1.64	1300.0	10:28:40.97
1686299321.9920635	605.0	695.0	13.38	7.35	-0.09	0.55	1300.0	10:28:41.97
1686299323.251195	605.0	695.0	11.78	8.55	-0.37	0.63	1300.0	10:28:43.23
1686299324.2551498	605.0	695.0	10.84	8.69	-1.34	2.58	1300.0	10:28:44.24
1686299325.259655	605.0	695.0	8.84	9.22	0.06	3.61	1300.0	10:28:45.24
1686299327.5416408	605.0	695.0	7.37	10.83	-1.79	3.8	1300.0	10:28:47.52
1686299328.5473065	605.0	695.0	6.04	10.83	0.88	4.12	1300.0	10:28:48.52
1686299329.8018813	605.0	695.0	6.97	11.76	-1.54	2.36	1300.0	10:28:49.78
1686299330.8072066	605.0	695.0	6.57	11.5	-1.01	3.5	1300.0	10:28:50.79
1686299331.8123343	605.0	695.0	5.64	12.03	0.89	2.74	1300.0	10:28:51.79
1686299333.0868623	605.0	695.0	5.64	11.36	0.83	4.82	1300.0	10:28:53.07
1686299334.0901988	605.0	695.0	5.64	11.5	0.97	4.83	1300.0	10:28:54.07
1686299336.3731406	605.0	695.0	6.3	13.23	-0.37	1.29	1300.0	10:28:56.36
1686299337.3775506	605.0	695.0	6.04	11.76	0.05	5.13	1300.0	10:28:57.36
1686299338.3827682	605.0	695.0	6.7	11.36	-1.41	6.33	1300.0	10:28:58.36
1686299340.6618414	605.0	695.0	6.17	12.03	-0.15	5.36	1300.0	10:29:00.64
1686299341.6662662	605.0	695.0	5.37	12.97	1.83	3.23	1300.0	10:29:01.65
1686299342.9047537	605.0	695.0	8.97	12.43	-5.92	4.43	1300.0	10:29:02.89
1686299343.908877	605.0	695.0	6.04	12.83	0.43	3.67	1300.0	10:29:03.89
1686299346.170057	605.0	695.0	6.44	12.56	-0.73	5.38	1300.0	10:29:06.15
1686299347.1753256	605.0	695.0	5.9	12.83	0.38	5.14	1300.0	10:29:07.15
1686299348.1812572	605.0	695.0	6.57	12.7	-0.83	5.43	1300.0	10:29:08.16
1686299349.4354908	605.0	695.0	7.37	13.1	-2.37	4.5	1300.0	10:29:09.42
1686299350.4392912	605.0	695.0	6.7	13.1	-0.96	4.6	1300.0	10:29:10.42
1686299351.4440622	605.0	695.0	6.97	13.1	-1.72	4.85	1300.0	10:29:11.42
1686299352.7012074	605.0	695.0	6.84	12.56	-1.69	6.56	1300.0	10:29:12.68
1686299353.7071714	605.0	695.0	6.17	13.23	0.12	5.06	1300.0	10:29:13.69
1686299354.7113507	605.0	695.0	6.57	13.23	-1.2	5.9	1300.0	10:29:14.69
1686299355.987272	605.0	695.0	6.7	14.3	-1.19	3.42	1300.0	10:29:15.97
1686299356.9922562	605.0	695.0	5.9	14.7	0.56	2.66	1300.0	10:29:16.97
1686299357.9975982	605.0	695.0	6.57	13.77	-1.16	5.21	1300.0	10:29:17.97
1686299359.2712038	605.0	695.0	6.3	13.5	-0.74	6.41	1300.0	10:29:19.25
1686299360.276652	605.0	695.0	5.9	15.1	0.39	2.95	1300.0	10:29:20.26
1686299361.2818754	605.0	695.0	6.04	14.84	0.51	3.58	1300.0	10:29:21.26
1686299362.5188549	605.0	695.0	6.17	13.9	0.35	5.73	1300.0	10:29:22.50
1686299363.5228467	605.0	695.0	6.57	14.7	-0.43	3.87	1300.0	10:29:23.50
1686299364.5278382	605.0	695.0	6.84	13.37	-1.21	7.16	1300.0	10:29:24.50
1686299365.7834547	605.0	695.0	6.97	13.23	-1.78	7.89	1300.0	10:29:25.77
1686299366.78912	605.0	695.0	6.57	14.84	-0.62	4.16	1300.0	10:29:26.77
1686299367.793326	605.0	695.0	6.17	14.03	0.36	6.01	1300.0	10:29:27.77
1686299370.0336733	605.0	695.0	6.44	15.24	0.13	3.23	1300.0	10:29:30.01
1686299371.0375667	605.0	695.0	6.3	14.03	0.46	5.97	1300.0	10:29:31.01
1686299373.284787	605.0	695.0	6.7	14.3	0.18	4.5	1300.0	10:29:33.26
1686299374.30046	605.0	695.0	7.24	14.17	-1.26	4.86	1300.0	10:29:34.28
1686299375.538653	605.0	695.0	7.37	12.7	-1.63	8.21	1300.0	10:29:35.52
1686299376.5448837	605.0	695.0	7.37	14.17	-1.74	4.82	1300.0	10:29:36.52
1686299377.5499532	605.0	695.0	7.24	13.37	-1.47	6.58	1300.0	10:29:37.53
1686299378.8049214	605.0	695.0	6.04	13.63	1.09	5.9	1300.0	10:29:38.79
1686299379.8096116	605.0	695.0	7.1	14.17	-1.81	5.29	1300.0	10:29:39.79
1686299380.8150835	605.0	695.0	6.3	14.3	0.13	5.02	1300.0	10:29:40.79
1686299383.073688	605.0	695.0	6.44	14.7	-1.02	6.11	1300.0	10:29:43.06
1686299384.0786393	605.0	695.0	6.44	14.17	-1.15	8.22	1300.0	10:29:44.06
1686299385.3230746	605.0	695.0	7.37	14.44	-2.24	7.56	1300.0	10:29:45.30
1686299386.3379622	605.0	695.0	7.77	14.17	-0.09	5.04	1300.0	10:29:46.32
1686299387.3434951	605.0	695.0	8.44	12.7	-1.34	6.82	1300.0	10:29:47.32
1686299388.5819623	605.0	695.0	7.51	14.17	-0.86	3.69	1300.0	10:29:48.56
1686299389.5861013	605.0	695.0	6.44	13.23	0.53	6.24	1300.0	10:29:49.57
1686299390.5909383	605.0	695.0	6.7	14.97	-0.39	2.36	1300.0	10:29:50.57
1686299391.846197	605.0	695.0	6.44	13.37	0.31	5.91	1300.0	10:29:51.83
1686299392.8511007	605.0	695.0	6.3	14.7	0.14	3.31	1300.0	10:29:52.83
1686299393.8564231	605.0	695.0	6.97	13.37	-0.86	5.84	1300.0	10:29:53.83
1686299396.0985334	605.0	695.0	7.64	12.3	-1.85	7.67	1300.0	10:29:56.08
1686299397.1026623	605.0	695.0	7.51	13.23	-1.11	4.66	1300.0	10:29:57.08
1686299400.3653958	605.0	695.0	5.77	13.23	2.7	3.24	1300.0	10:30:00.34
1686299401.609221	605.0	695.0	7.24	11.76	-1.02	6.59	1300.0	10:30:01.59
1686299402.625508	605.0	695.0	7.37	13.63	-1.44	2.3	1300.0	10:30:02.61
1686299404.8680255	605.0	695.0	5.9	12.97	1.31	3.85	1300.0	10:30:04.85
1686299405.8731754	605.0	695.0	6.7	12.83	0.17	3.62	1300.0	10:30:05.85
1686299406.8785667	605.0	695.0	6.84	11.36	-0.82	7.73	1300.0	10:30:06.85
1686299409.1373737	605.0	695.0	6.84	12.7	-0.75	4.69	1300.0	10:30:09.12
1686299410.1427305	605.0	695.0	6.57	12.03	-0.21	6.27	1300.0	10:30:10.12
1686299412.4021578	605.0	695.0	7.1	12.3	-1.53	6.09	1300.0	10:30:12.38
1686299413.4075103	605.0	695.0	6.7	12.7	-0.5	5.08	1300.0	10:30:13.39
1686299415.6528776	605.0	695.0	5.77	12.97	1.5	4.43	1300.0	10:30:15.63
1686299416.6572783	605.0	695.0	6.17	13.63	0.56	2.91	1300.0	10:30:16.63
1686299417.9117837	605.0	695.0	6.97	12.56	-1.13	5.41	1300.0	10:30:17.89
1686299418.916597	605.0	695.0	6.84	12.97	-0.72	4.42	1300.0	10:30:18.90
1686299419.922358	605.0	695.0	6.44	12.56	0.06	5.44	1300.0	10:30:19.90
1686299421.1774828	605.0	695.0	5.64	12.56	1.8	5.43	1300.0	10:30:21.16
1686299422.1828976	605.0	695.0	7.24	11.9	-1.67	6.91	1300.0	10:30:22.16
1686299423.1856608	605.0	695.0	6.84	11.9	-0.79	6.86	1300.0	10:30:23.16
1686299424.4436884	605.0	695.0	6.7	12.83	-0.12	4.25	1300.0	10:30:24.43
1686299425.4475427	605.0	695.0	7.24	11.9	-0.97	5.96	1300.0	10:30:25.43
1686299426.4508975	605.0	695.0	7.77	12.03	-2.22	5.57	1300.0	10:30:26.43
1686299428.6952367	605.0	695.0	7.37	12.43	-1.61	4.61	1300.0	10:30:28.67
1686299429.6992397	605.0	695.0	6.57	12.16	0.16	5.02	1300.0	10:30:29.67
1686299430.9545448	605.0	695.0	6.04	13.1	1.66	2.19	1300.0	10:30:30.94
1686299431.9582047	605.0	695.0	7.1	11.36	-0.77	6.07	1300.0	10:30:31.94
1686299432.962541	605.0	695.0	5.9	11.63	1.74	5.41	1300.0	10:30:32.94
1686299435.2298791	605.0	695.0	6.57	12.3	-0.04	3.84	1300.0	10:30:35.20
1686299436.2447882	605.0	695.0	6.97	12.03	-0.91	4.43	1300.0	10:30:36.23
1686299437.4856775	605.0	695.0	6.57	12.43	0.11	3.24	1300.0	10:30:37.47
1686299438.490733	605.0	695.0	7.24	11.09	-1.41	6.29	1300.0	10:30:38.47
1686299439.4952095	605.0	695.0	6.57	12.16	0.02	3.82	1300.0	10:30:39.47
1686299441.755174	605.0	695.0	7.1	11.5	-1.22	5.35	1300.0	10:30:41.74
1686299442.759808	605.0	695.0	7.37	11.9	-1.85	4.41	1300.0	10:30:42.74
1686299445.0214071	605.0	695.0	7.1	12.97	-1.03	1.59	1300.0	10:30:45.00
1686299446.0266263	605.0	695.0	6.04	11.9	1.27	4.03	1300.0	10:30:46.00
1686299449.2922876	605.0	695.0	6.17	11.63	0.9	4.59	1300.0	10:30:49.27
1686299450.5505068	605.0	695.0	6.04	11.63	1.11	4.68	1300.0	10:30:50.53
1686299451.5553515	605.0	695.0	6.7	11.76	-0.42	4.56	1300.0	10:30:51.53
1686299452.5706558	605.0	695.0	7.24	12.3	-1.44	3.24	1300.0	10:30:52.55
1686299454.8348427	605.0	695.0	5.9	11.9	1.52	4.13	1300.0	10:30:54.82
1686299455.8398507	605.0	695.0	6.7	11.5	-0.29	5.06	1300.0	10:30:55.82
1686299458.1032546	605.0	695.0	6.3	13.23	-1.02	1.99	1300.0	10:30:58.08
1686299459.107898	605.0	695.0	5.37	12.97	-0.23	3.56	1300.0	10:30:59.08
1686299460.3832052	605.0	695.0	5.5	13.37	-1.51	3.56	1300.0	10:31:00.37
1686299461.388216	605.0	695.0	4.83	14.17	-0.64	2.27	1300.0	10:31:01.37
1686299462.393446	605.0	695.0	2.97	14.3	3.22	2.41	1300.0	10:31:02.37
1686299463.6481013	605.0	695.0	4.3	14.17	0.33	3.19	1300.0	10:31:03.63
1686299464.6527984	605.0	695.0	4.43	14.17	0.06	3.55	1300.0	10:31:04.64
1686299465.6575894	605.0	695.0	4.3	14.44	0.38	3.2	1300.0	10:31:05.64
1686299466.9325645	605.0	695.0	4.3	16.44	0.38	-1.08	1300.0	10:31:06.92
1686299467.937288	604.77	695.0	4.3	13.77	0.38	5.06	1299.77	10:31:07.92
1686299468.9427924	604.78	695.01	4.7	14.17	-0.49	4.14	1299.79	10:31:08.92
1686299470.2011962	604.78	695.0	4.7	13.37	-0.49	5.98	1299.78	10:31:10.18
1686299471.206041	604.81	695.0	4.43	13.77	0.12	5.06	1299.81	10:31:11.19
1686299472.2100794	604.82	694.99	5.24	13.1	-1.63	6.59	1299.81	10:31:12.19
1686299473.4819849	604.82	695.0	5.37	13.23	-1.92	6.29	1299.8200000000002	10:31:13.47
1686299474.486118	604.81	695.0	4.43	13.63	0.12	5.37	1299.81	10:31:14.47
1686299475.4910562	604.82	695.0	4.97	13.23	-1.05	6.29	1299.8200000000002	10:31:15.47
1686299477.753165	604.81	694.99	4.57	12.97	-0.17	6.9	1299.8	10:31:17.74
1686299478.757933	604.81	695.0	4.43	13.37	0.12	5.98	1299.81	10:31:18.74
1686299481.0250316	604.85	695.01	5.24	14.3	-1.6	3.83	1299.8600000000001	10:31:21.00
1686299482.0378225	604.83	695.0	4.17	13.37	0.73	5.98	1299.83	10:31:22.02
1686299483.3083482	604.85	694.98	5.24	12.3	-1.6	8.43	1299.83	10:31:23.29
1686299484.312811	604.84	695.0	4.57	13.63	-0.14	5.37	1299.8400000000001	10:31:24.29
1686299485.3245733	605.03	694.78	4.83	12.97	-0.55	6.69	1299.81	10:31:25.31
1686299487.5880518	607.27	692.69	5.64	12.83	-0.06	4.9	1299.96	10:31:27.57
1686299488.5931525	607.27	692.86	5.5	13.9	0.23	2.6	1300.13	10:31:28.57
1686299490.8535655	608.59	691.35	6.97	11.9	-1.68	5.71	1299.94	10:31:30.84
1686299491.8577337	608.59	691.36	6.44	12.7	-0.51	3.87	1299.95	10:31:31.84
1686299494.124307	608.58	691.35	6.17	12.03	0.07	5.41	1299.93	10:31:34.10
1686299495.1272037	608.57	691.35	5.5	11.76	1.53	6.02	1299.92	10:31:35.10
1686299496.399546	608.58	691.36	5.9	12.56	0.66	4.18	1299.94	10:31:36.39
1686299497.4046378	608.56	691.36	5.1	12.16	2.41	5.1	1299.92	10:31:37.39
1686299498.4095342	608.57	691.35	5.64	11.5	1.24	6.63	1299.92	10:31:38.39
1686299499.6710782	608.59	691.32	6.7	12.03	-1.1	5.37	1299.91	10:31:39.65
1686299500.6753407	608.59	691.39	6.57	12.56	-0.8	4.21	1299.98	10:31:40.65
1686299501.6791508	608.59	691.34	6.57	13.37	-0.8	2.31	1299.93	10:31:41.66
1686299502.9510758	608.62	691.34	6.7	13.37	-1.07	2.31	1299.96	10:31:42.94
1686299503.9557083	608.61	691.28	6.3	11.36	-0.19	6.88	1299.8899999999999	10:31:43.94
1686299504.9607575	608.62	691.29	6.44	11.76	-0.48	5.96	1299.9099999999999	10:31:44.94
1686299506.2175303	608.62	691.29	6.57	12.03	-0.77	5.34	1299.9099999999999	10:31:46.20
1686299507.2222433	608.63	691.33	7.1	12.7	-1.94	3.84	1299.96	10:31:47.20
1686299508.2270763	608.62	691.34	6.57	13.23	-0.77	2.61	1299.96	10:31:48.21
1686299510.51082	608.6	691.31	5.64	12.97	1.27	3.19	1299.9099999999999	10:31:50.49
1686299511.5152762	608.61	691.31	5.77	13.1	0.98	2.89	1299.92	10:31:51.49
1686299512.7873456	608.62	691.34	6.84	13.1	-1.36	2.92	1299.96	10:31:52.77
1686299513.790281	608.62	691.34	6.44	12.83	-0.48	3.53	1299.96	10:31:53.78
1686299514.7944765	608.61	691.34	6.17	13.1	0.1	2.92	1299.95	10:31:54.78
1686299516.0578578	608.62	691.33	6.57	12.7	-0.77	3.84	1299.95	10:31:56.04
1686299517.062678	608.63	691.34	7.1	12.97	-1.94	3.22	1299.97	10:31:57.04
1686299520.3433545	608.68	691.26	6.7	11.9	-1.0	5.62	1299.94	10:32:00.33
1686299521.3489482	608.67	691.27	6.3	12.16	-0.13	5.0	1299.94	10:32:01.33
1686299522.6240754	608.68	691.26	6.44	11.63	-0.42	6.23	1299.94	10:32:02.61
1686299523.6288183	608.67	691.28	6.17	12.83	0.16	3.47	1299.9499999999998	10:32:03.61
1686299524.6337893	608.68	691.27	6.84	12.3	-1.3	4.7	1299.9499999999998	10:32:04.61
1686299525.9006572	608.68	691.32	6.44	14.03	-0.42	0.74	1300.0	10:32:05.88
1686299526.912363	608.66	691.28	5.5	13.23	1.62	2.55	1299.94	10:32:06.90
1686299527.9158306	608.67	691.26	5.9	11.76	0.75	5.92	1299.9299999999998	10:32:07.90
1686299529.1755395	608.68	691.32	6.44	13.5	-0.42	1.97	1300.0	10:32:09.16
1686299530.1803744	608.69	691.28	7.1	12.97	-1.88	3.16	1299.97	10:32:10.16
1686299531.1854742	608.67	691.26	6.04	11.9	0.45	5.62	1299.9299999999998	10:32:11.17
1686299532.4811707	608.66	691.26	5.5	11.9	1.62	5.62	1299.92	10:32:12.47
1686299533.4857159	609.25	690.66	6.7	11.76	-0.43	5.32	1299.9099999999999	10:32:13.47
1686299534.4907348	609.5	690.42	7.1	11.9	-1.06	4.77	1299.92	10:32:14.47
1686299535.751497	609.68	690.26	6.7	11.5	-0.01	5.53	1299.94	10:32:15.73
1686299536.756908	608.94	690.99	5.9	11.63	1.02	5.95	1299.93	10:32:16.73
1686299539.0316792	607.67	692.63	5.64	14.97	0.33	-0.12	1300.3	10:32:19.02
1686299540.0359652	606.63	693.26	5.24	12.16	0.17	6.97	1299.8899999999999	10:32:20.02
1686299541.040297	608.55	691.36	6.3	12.3	-0.26	4.75	1299.9099999999999	10:32:21.02
1686299543.3087592	608.54	691.36	5.77	12.16	0.91	5.06	1299.9	10:32:23.29
1686299545.583758	608.54	691.36	5.5	12.43	1.49	4.44	1299.9	10:32:25.57
1686299546.5888302	608.55	691.41	6.04	13.77	0.32	1.41	1299.96	10:32:26.57
1686299547.5934095	608.55	691.36	6.3	12.16	-0.26	5.06	1299.9099999999999	10:32:27.57
1686299548.8561168	608.55	691.35	6.3	12.03	-0.26	5.36	1299.9	10:32:28.83
1686299549.8607593	608.55	691.37	6.3	13.1	-0.26	2.91	1299.92	10:32:29.84
1686299550.8733654	608.56	691.36	6.44	12.16	-0.55	5.06	1299.92	10:32:30.86
1686299553.138909	608.55	691.44	6.3	13.77	-0.26	1.43	1299.99	10:32:33.12
1686299554.1440637	608.55	691.56	6.04	13.63	0.32	1.86	1300.11	10:32:34.12
1686299555.4189117	608.56	691.49	6.7	13.23	-1.14	2.72	1300.05	10:32:35.41
1686299556.4235737	608.56	691.36	6.7	12.16	-1.14	5.05	1299.92	10:32:36.41
1686299557.4285483	608.55	691.35	6.04	11.63	0.32	6.28	1299.9	10:32:37.41
1686299558.7121263	608.56	691.32	6.7	11.5	-1.14	6.55	1299.88	10:32:38.69
1686299559.7173386	608.56	691.34	6.44	12.83	-0.55	3.49	1299.9	10:32:39.69
1686299560.729389	608.55	691.33	6.3	12.16	-0.26	5.02	1299.88	10:32:40.72
1686299561.9953358	608.55	691.32	6.04	12.03	0.32	5.33	1299.87	10:32:41.98
1686299562.999194	608.56	691.33	6.84	12.3	-1.43	4.71	1299.8899999999999	10:32:42.98
1686299564.0040262	608.55	691.32	6.3	12.03	-0.26	5.33	1299.87	10:32:43.98
1686299565.2836945	608.56	691.33	6.44	12.16	-0.55	5.02	1299.8899999999999	10:32:45.26
1686299566.2863777	608.55	691.32	5.9	12.03	0.61	5.33	1299.87	10:32:46.27
1686299568.5713596	608.54	691.32	5.24	12.03	2.07	5.33	1299.8600000000001	10:32:48.55
1686299569.575632	608.55	691.33	6.17	12.16	0.03	5.02	1299.88	10:32:49.55
1686299570.5867763	608.56	691.32	6.44	11.9	-0.55	5.63	1299.88	10:32:50.57
1686299571.8583002	608.55	691.33	6.04	12.7	0.32	3.79	1299.88	10:32:51.83
1686299572.8703692	608.56	691.33	6.84	12.56	-1.43	4.1	1299.8899999999999	10:32:52.86
1686299573.875057	608.54	691.31	5.5	11.36	1.49	6.86	1299.85	10:32:53.86
1686299576.1439543	608.56	691.33	6.57	12.43	-0.84	4.41	1299.8899999999999	10:32:56.12
1686299577.1493187	616.56	683.44	5.24	13.37	2.07	2.27	1300.0	10:32:57.12
1686299579.4424846	609.21	690.67	5.77	12.56	-0.8	5.97	1299.88	10:32:59.43
1686299580.447055	609.21	690.67	5.9	12.43	-1.09	6.28	1299.88	10:33:00.43
1686299582.7350972	609.2	690.67	5.24	12.83	0.37	5.36	1299.87	10:33:02.71
1686299583.7391357	609.21	690.67	5.9	12.7	-1.09	5.67	1299.88	10:33:03.72
1686299585.030832	609.21	690.66	5.77	12.3	-0.8	6.59	1299.87	10:33:05.02
1686299586.0351346	609.2	690.68	5.5	13.1	-0.21	4.75	1299.88	10:33:06.02
1686299587.039375	609.22	690.67	6.17	12.7	-1.67	5.67	1299.8899999999999	10:33:07.02
1686299589.3199165	609.19	690.67	4.83	12.43	1.24	6.28	1299.8600000000001	10:33:09.30
1686299590.3239706	609.19	690.66	4.57	12.16	1.83	6.89	1299.85	10:33:10.31
1686299592.6083012	597.19	702.81	5.37	11.5	0.1	8.41	1300.0	10:33:12.59
1686299593.6123886	597.19	702.81	6.04	12.3	-0.49	4.74	1300.0	10:33:13.59
1686299594.8922749	597.19	702.81	5.9	10.69	2.41	4.57	1300.0	10:33:14.87
1686299595.8972142	597.19	702.81	8.04	11.23	-0.0	0.33	1300.0	10:33:15.88
1686299596.9028935	597.19	702.81	9.24	9.62	-0.38	1.03	1300.0	10:33:16.88
1686299599.1853535	597.19	702.81	11.24	6.68	0.36	1.17	1300.0	10:33:19.16
1686299600.2003314	597.19	702.81	12.31	5.88	0.32	0.68	1300.0	10:33:20.18
1686299601.4657602	597.19	702.81	13.78	5.88	-0.04	-1.28	1300.0	10:33:21.44
1686299602.4712346	597.19	702.81	14.85	4.41	-0.12	0.82	1300.0	10:33:22.45
1686299603.4842005	597.19	702.81	17.12	5.08	-2.82	-1.58	1300.0	10:33:23.47
1686299604.77	597.19	702.81	17.39	4.95	-0.51	-1.9	1300.0	10:33:24.75
1686299605.774934	597.19	702.81	18.32	4.81	-0.3	-1.72	1300.0	10:33:25.75
1686299606.7792754	597.19	702.81	19.52	4.41	-0.7	-0.81	1300.0	10:33:26.75
1686299609.0586092	597.19	702.81	20.99	6.15	-1.87	-2.69	1300.0	10:33:29.04
1686299610.0627275	597.19	702.81	21.66	6.55	-1.6	-3.26	1300.0	10:33:30.04
1686299611.3385537	597.19	702.81	22.46	6.42	-1.56	-2.49	1300.0	10:33:31.32
1686299612.3434682	597.19	702.81	20.59	5.35	-1.6	0.13	1300.0	10:33:32.32
1686299613.3484228	597.14	702.79	20.73	6.15	-1.64	-2.35	1299.9299999999998	10:33:33.32
1686299615.6238205	597.15	702.77	21.39	4.81	-1.64	0.71	1299.92	10:33:35.61
1686299616.628336	597.13	702.78	19.92	5.21	-0.6	-0.21	1299.9099999999999	10:33:36.61
1686299617.9052851	597.15	702.78	21.39	5.61	-1.64	-1.13	1299.9299999999998	10:33:37.89
1686299618.9099705	597.14	702.78	20.86	5.21	-1.64	-0.21	1299.92	10:33:38.89
1686299619.9149537	596.68	703.28	19.39	6.42	0.12	-2.48	1299.96	10:33:39.90
1686299621.1779504	596.68	703.28	19.66	6.15	-0.46	-1.87	1299.96	10:33:41.16
1686299622.1823847	596.65	703.31	19.79	6.28	-0.79	-2.14	1299.96	10:33:42.16
1686299623.1946843	596.65	703.3	19.39	6.01	0.09	-1.53	1299.9499999999998	10:33:43.18
1686299624.4563751	596.65	703.27	19.66	5.88	-0.5	-1.25	1299.92	10:33:44.44
1686299625.4612942	596.58	703.39	18.59	5.75	1.78	-0.82	1299.97	10:33:45.44
1686299626.4654546	595.65	704.31	19.12	6.28	-0.33	-1.14	1299.96	10:33:46.45
1686299627.7413714	594.37	705.56	18.46	7.08	-0.14	-1.74	1299.9299999999998	10:33:47.73
1686299628.7463336	594.37	705.54	18.59	6.15	-0.43	0.41	1299.9099999999999	10:33:48.73
1686299629.7505841	594.37	705.55	18.32	6.55	0.15	-0.51	1299.92	10:33:49.73
1686299633.0508301	594.37	705.58	18.05	6.42	0.74	-0.17	1299.95	10:33:53.04
1686299634.3193328	594.37	705.55	18.86	6.82	-1.01	-1.12	1299.92	10:33:54.30
1686299635.324317	594.38	705.58	18.99	6.55	-1.31	-0.48	1299.96	10:33:55.30
1686299636.3359056	594.37	705.55	18.86	6.68	-1.01	-0.81	1299.92	10:33:56.32
1686299638.6063652	594.37	705.55	18.86	6.68	-1.01	-0.81	1299.92	10:33:58.59
1686299639.611612	594.38	705.54	18.99	6.28	-1.31	0.11	1299.92	10:33:59.59
1686299640.8847373	594.37	705.54	18.19	6.15	0.44	0.41	1299.9099999999999	10:34:00.87
1686299641.8891356	594.37	705.55	18.05	6.68	0.74	-0.81	1299.92	10:34:01.87
1686299642.8928342	594.37	705.53	18.46	7.22	-0.14	-2.07	1299.9	10:34:02.87
1686299644.171689	594.38	705.51	18.99	6.28	-1.31	0.08	1299.8899999999999	10:34:04.15
1686299645.1756055	594.37	705.52	18.86	6.42	-1.01	-0.23	1299.8899999999999	10:34:05.16
1686299646.1808808	594.38	705.52	18.99	6.68	-1.31	-0.84	1299.9	10:34:06.16
1686299648.4611335	594.37	705.53	18.59	7.08	-0.43	-1.76	1299.9	10:34:08.44
1686299649.466246	594.38	705.52	19.26	6.55	-1.89	-0.54	1299.9	10:34:09.44
1686299650.7430425	597.19	702.81	18.19	6.01	0.15	0.41	1300.0	10:34:10.73
