LinuxTime	Length2	Length4	Tension2	Tension4	TargetLength2	TargetLength4	ErrLength2	ErrLength4	LengthTot	DayTime
1687362531.1785865	556.47	743.01	6.04	17.64	0.0	0.0	0.87	-2.03	1299.48	17:48:51.16
1687362532.182008	556.48	743.01	6.17	17.24	0.0	0.0	0.58	-1.11	1299.49	17:48:52.17
1687362533.3406188	556.47	743.01	5.9	17.78	0.0	0.0	1.16	-2.34	1299.48	17:48:53.33
1687362534.3454928	556.47	743.01	6.04	17.64	0.0	0.0	0.87	-2.03	1299.48	17:48:54.33
1687362535.3507533	556.47	743.02	5.5	18.31	0.0	0.0	2.04	-3.57	1299.49	17:48:55.33
1687362536.6260252	556.47	743.02	6.04	18.04	0.0	0.0	0.87	-2.95	1299.49	17:48:56.61
1687362537.6314526	556.48	743.01	6.17	17.64	0.0	0.0	0.58	-2.03	1299.49	17:48:57.62
1687362538.636731	556.47	743.01	5.9	17.78	0.0	0.0	1.16	-2.34	1299.48	17:48:58.62
1687362539.8322403	556.47	743.02	5.77	18.04	0.0	0.0	1.46	-2.95	1299.49	17:48:59.82
1687362540.8368902	556.46	743.02	5.1	17.91	0.0	0.0	2.92	-2.65	1299.48	17:49:00.82
1687362541.841969	556.47	743.02	5.9	17.91	0.0	0.0	1.16	-2.65	1299.49	17:49:01.82
1687362544.0619042	556.47	743.02	5.77	18.58	0.0	0.0	1.46	-4.18	1299.49	17:49:04.05
1687362545.066414	556.47	743.02	5.9	18.31	0.0	0.0	1.16	-3.57	1299.49	17:49:05.05
1687362546.2621274	556.48	743.02	6.3	18.04	0.0	0.0	0.29	-2.95	1299.5	17:49:06.25
1687362547.266755	556.47	743.02	5.9	18.04	0.0	0.0	1.16	-2.95	1299.49	17:49:07.25
1687362549.4683459	556.48	743.02	6.17	17.91	0.0	0.0	0.58	-2.65	1299.5	17:49:09.45
1687362550.4729838	556.47	743.01	5.9	17.78	0.0	0.0	1.16	-2.34	1299.48	17:49:10.46
1687362551.4776888	556.47	743.01	6.04	17.78	0.0	0.0	0.87	-2.34	1299.48	17:49:11.46
1687362553.6816545	556.46	743.02	5.24	17.91	0.0	0.0	2.62	-2.65	1299.48	17:49:13.66
1687362554.6869245	556.47	743.03	5.5	18.85	0.0	0.0	2.04	-4.79	1299.5	17:49:14.66
1687362555.8898818	556.47	743.02	5.64	17.91	0.0	0.0	1.75	-2.65	1299.49	17:49:15.86
1687362556.9020944	556.47	743.02	6.04	18.18	0.0	0.0	0.87	-3.26	1299.49	17:49:16.89
1687362557.9072351	556.47	743.02	5.9	18.18	0.0	0.0	1.16	-3.26	1299.49	17:49:17.89
1687362559.0907323	556.47	743.02	6.04	17.91	0.0	0.0	0.87	-2.65	1299.49	17:49:19.07
1687362560.0947692	556.48	743.02	6.3	18.45	0.0	0.0	0.29	-3.87	1299.5	17:49:20.07
