LinuxTime	Length2	Length4	Tension2	Tension4	TargetLength2	TargetLength4	ErrLength2	ErrLength4	LengthTot	DayTime
1686900535.9016535	606.5	692.67	4.97	4.54	0.0	0.0	0.22	-3.9	1299.17	09:28:55.88
1686900536.9126422	606.51	692.67	5.37	4.28	0.0	0.0	-0.65	-3.28	1299.1799999999998	09:28:56.90
1686900538.076133	606.48	692.67	4.17	4.54	0.0	0.0	1.97	-3.9	1299.15	09:28:58.06
1686900539.0806894	606.49	692.67	4.3	4.68	0.0	0.0	1.68	-4.2	1299.1599999999999	09:28:59.06
1686900540.082782	606.5	692.67	4.83	4.54	0.0	0.0	0.52	-3.9	1299.17	09:29:00.06
1686900541.3685331	606.49	692.67	4.7	4.41	0.0	0.0	0.81	-3.59	1299.1599999999999	09:29:01.35
1686900542.3717644	606.48	692.66	3.77	4.14	0.0	0.0	2.85	-2.98	1299.1399999999999	09:29:02.35
1686900543.3750863	606.49	692.69	4.57	5.35	0.0	0.0	1.1	-5.74	1299.18	09:29:03.35
1686900545.6122112	606.48	692.67	3.9	4.41	0.0	0.0	2.56	-3.59	1299.15	09:29:05.59
1686900546.6176627	606.5	692.67	4.83	4.41	0.0	0.0	0.52	-3.59	1299.17	09:29:06.60
1686900548.8386	606.49	692.66	4.57	3.88	0.0	0.0	1.1	-2.36	1299.15	09:29:08.82
1686900549.8435323	606.5	692.68	4.83	4.81	0.0	0.0	0.52	-4.51	1299.1799999999998	09:29:09.82
1686900551.0456603	606.49	692.67	4.43	4.28	0.0	0.0	1.39	-3.28	1299.1599999999999	09:29:11.02
1686900552.057583	606.49	692.67	4.57	4.41	0.0	0.0	1.1	-3.59	1299.1599999999999	09:29:12.04
1686900553.0627763	606.48	692.67	3.9	4.54	0.0	0.0	2.56	-3.9	1299.15	09:29:13.05
1686900554.2607107	606.5	692.68	4.83	5.08	0.0	0.0	0.52	-5.12	1299.1799999999998	09:29:14.25
1686900555.265972	606.49	692.67	4.7	4.41	0.0	0.0	0.81	-3.59	1299.1599999999999	09:29:15.25
1686900556.2709422	606.5	692.67	4.83	4.54	0.0	0.0	0.52	-3.9	1299.17	09:29:16.25
1686900557.471471	606.5	692.66	5.1	3.88	0.0	0.0	-0.07	-2.36	1299.1599999999999	09:29:17.45
1686900560.693145	606.5	692.67	4.83	4.54	0.0	0.0	0.52	-3.9	1299.17	09:29:20.68
1686900561.6978862	606.49	692.67	4.57	4.68	0.0	0.0	1.1	-4.2	1299.1599999999999	09:29:21.68
1686900562.7028747	606.49	692.66	4.7	3.88	0.0	0.0	0.81	-2.36	1299.15	09:29:22.68
1686900563.8982947	606.5	692.67	5.24	4.28	0.0	0.0	-0.36	-3.28	1299.17	09:29:23.88
1686900564.9025311	606.49	692.67	4.57	4.41	0.0	0.0	1.1	-3.59	1299.1599999999999	09:29:24.89
1686900565.907353	606.5	692.67	4.83	4.54	0.0	0.0	0.52	-3.9	1299.17	09:29:25.89
1686900568.1081953	606.5	692.66	4.83	4.01	0.0	0.0	0.52	-2.67	1299.1599999999999	09:29:28.09
1686900572.3220978	606.5	692.66	4.83	4.14	0.0	0.0	0.52	-2.98	1299.1599999999999	09:29:32.30
1686900573.5408254	606.48	692.68	4.03	4.81	0.0	0.0	2.27	-4.51	1299.1599999999999	09:29:33.52
1686900574.545529	606.51	692.67	5.5	4.28	0.0	0.0	-0.94	-3.28	1299.1799999999998	09:29:34.52
1686900575.5581064	606.51	692.66	5.5	4.14	0.0	0.0	-0.94	-2.98	1299.17	09:29:35.54
1686900576.7593763	606.5	692.67	4.83	4.28	0.0	0.0	0.52	-3.28	1299.17	09:29:36.75
1686900577.7642486	606.49	692.67	4.3	4.41	0.0	0.0	1.68	-3.59	1299.1599999999999	09:29:37.75
1686900578.7691755	606.5	692.67	5.1	4.28	0.0	0.0	-0.07	-3.28	1299.17	09:29:38.75
1686900580.978699	606.49	692.67	4.57	4.28	0.0	0.0	1.1	-3.28	1299.1599999999999	09:29:40.95
1686900581.9915316	606.51	692.67	5.37	4.54	0.0	0.0	-0.65	-3.9	1299.1799999999998	09:29:41.98
1686900583.2101243	606.5	692.68	4.83	5.08	0.0	0.0	0.52	-5.12	1299.1799999999998	09:29:43.20
1686900584.2150464	606.49	692.67	4.7	4.41	0.0	0.0	0.81	-3.59	1299.1599999999999	09:29:44.20
1686900585.220591	606.49	692.66	4.57	4.14	0.0	0.0	1.1	-2.98	1299.15	09:29:45.20
1686900586.4205537	606.49	692.67	4.3	4.68	0.0	0.0	1.68	-4.2	1299.1599999999999	09:29:46.40
1686900588.4288054	606.5	692.67	4.83	4.41	0.0	0.0	0.52	-3.59	1299.17	09:29:48.41
1686900589.640865	606.49	692.67	4.7	4.54	0.0	0.0	0.81	-3.9	1299.1599999999999	09:29:49.63
1686900590.6457918	606.49	692.67	4.43	4.41	0.0	0.0	1.39	-3.59	1299.1599999999999	09:29:50.63
1686900591.6509974	606.49	692.68	4.7	4.81	0.0	0.0	0.81	-4.51	1299.17	09:29:51.63
1686900592.8454294	606.5	692.67	4.83	4.54	0.0	0.0	0.52	-3.9	1299.17	09:29:52.83
1686900593.8499086	606.48	692.67	3.77	4.54	0.0	0.0	2.85	-3.9	1299.15	09:29:53.83
1686900594.8541257	606.49	692.66	4.3	4.01	0.0	0.0	1.68	-2.67	1299.15	09:29:54.84
1686900596.070828	606.49	692.66	4.43	3.88	0.0	0.0	1.39	-2.36	1299.15	09:29:56.06
1686900597.0743313	606.49	692.67	4.57	4.28	0.0	0.0	1.1	-3.28	1299.1599999999999	09:29:57.06
1686900598.0784137	606.49	692.67	4.3	4.54	0.0	0.0	1.68	-3.9	1299.1599999999999	09:29:58.06
1686900600.2797115	606.49	692.67	4.3	4.41	0.0	0.0	1.68	-3.59	1299.1599999999999	09:30:00.26
1686900601.2846441	606.49	692.68	4.43	4.81	0.0	0.0	1.39	-4.51	1299.17	09:30:01.27
1686900603.493442	606.49	692.67	4.7	4.54	0.0	0.0	0.81	-3.9	1299.1599999999999	09:30:03.47
1686900604.5050874	606.49	692.67	4.7	4.68	0.0	0.0	0.81	-4.2	1299.1599999999999	09:30:04.49
1686900605.7055988	606.49	692.67	4.57	4.54	0.0	0.0	1.1	-3.9	1299.1599999999999	09:30:05.69
1686900606.709661	606.48	692.67	3.9	4.28	0.0	0.0	2.56	-3.28	1299.15	09:30:06.69
1686900607.7150285	606.48	692.68	3.77	4.81	0.0	0.0	2.85	-4.51	1299.1599999999999	09:30:07.70
1686900608.9315724	606.48	692.67	4.03	4.41	0.0	0.0	2.27	-3.59	1299.15	09:30:08.92
1686900609.9357088	606.49	692.67	4.57	4.54	0.0	0.0	1.1	-3.9	1299.1599999999999	09:30:09.92
1686900610.939732	606.5	692.67	4.83	4.68	0.0	0.0	0.52	-4.2	1299.17	09:30:10.92
1686900612.1571267	606.49	692.66	4.7	4.01	0.0	0.0	0.81	-2.67	1299.15	09:30:12.14
1686900613.162156	606.49	692.67	4.43	4.41	0.0	0.0	1.39	-3.59	1299.1599999999999	09:30:13.15
1686900614.1666942	606.49	692.69	4.43	5.35	0.0	0.0	1.39	-5.74	1299.18	09:30:14.15
1686900616.3728004	606.51	692.67	5.37	4.41	0.0	0.0	-0.65	-3.59	1299.1799999999998	09:30:16.35
1686900617.3787246	606.48	692.68	4.17	5.21	0.0	0.0	1.97	-5.43	1299.1599999999999	09:30:17.35
1686900618.5883367	606.49	692.67	4.57	4.41	0.0	0.0	1.1	-3.59	1299.1599999999999	09:30:18.57
1686900619.593185	606.5	692.69	4.97	5.35	0.0	0.0	0.22	-5.74	1299.19	09:30:19.58
1686900620.5980172	606.49	692.68	4.57	4.95	0.0	0.0	1.1	-4.82	1299.17	09:30:20.58
1686900621.822673	606.49	692.67	4.7	4.28	0.0	0.0	0.81	-3.28	1299.1599999999999	09:30:21.80
1686900622.8275585	606.5	692.67	4.83	4.41	0.0	0.0	0.52	-3.59	1299.17	09:30:22.80
1686900623.8390832	606.5	692.68	4.97	4.81	0.0	0.0	0.22	-4.51	1299.1799999999998	09:30:23.82
1686900626.0632637	606.49	692.66	4.57	3.88	0.0	0.0	1.1	-2.36	1299.15	09:30:26.05
