LinuxTime	Length2	Length4	Tension2	Tension4	TargetLength2	TargetLength4	ErrLength2	ErrLength4	LengthTot	DayTime
1688459830.126152	452.89	842.64	20.59	6.01	0.0	0.0	-1.15	-2.04	1295.53	10:37:10.11
1688459831.131891	452.88	842.62	19.39	5.21	0.0	0.0	1.05	-0.2	1295.5	10:37:11.11
1688459832.1361275	452.89	842.64	20.46	6.01	0.0	0.0	-1.15	-2.04	1295.53	10:37:12.12
1688459833.2898285	452.89	842.64	20.46	6.01	0.0	0.0	-1.15	-2.04	1295.53	10:37:13.28
1688459834.295109	452.89	842.64	20.06	6.15	0.0	0.0	-0.41	-2.35	1295.53	10:37:14.28
1688459835.3010585	452.89	842.64	19.92	6.28	0.0	0.0	-0.11	-2.65	1295.53	10:37:15.28
1688459836.563121	452.89	842.64	20.06	6.01	0.0	0.0	-0.41	-2.04	1295.53	10:37:16.54
1688459837.5678806	452.89	842.66	20.06	6.95	0.0	0.0	-0.41	-4.19	1295.55	10:37:17.54
1688459838.5723548	452.89	842.65	19.79	6.55	0.0	0.0	0.18	-3.27	1295.54	10:37:18.55
1688459839.782208	452.89	842.63	20.19	5.88	0.0	0.0	-0.7	-1.73	1295.52	10:37:19.77
1688459841.7904704	452.89	842.66	20.06	6.95	0.0	0.0	-0.41	-4.19	1295.55	10:37:21.77
1688459844.0302389	452.89	842.66	19.92	6.95	0.0	0.0	-0.11	-4.19	1295.55	10:37:24.02
1688459845.0347376	452.89	842.64	19.79	6.01	0.0	0.0	0.18	-2.04	1295.53	10:37:25.02
1688459846.23298	452.89	842.64	20.46	6.15	0.0	0.0	-1.15	-2.35	1295.53	10:37:26.22
1688459847.2379005	452.89	842.63	19.92	5.88	0.0	0.0	-0.11	-1.73	1295.52	10:37:27.22
1688459848.2423372	452.89	842.64	20.19	6.15	0.0	0.0	-0.7	-2.35	1295.53	10:37:28.22
1688459851.4519477	452.89	842.63	19.92	5.61	0.0	0.0	-0.11	-1.12	1295.52	10:37:31.43
1688459853.665918	452.89	842.64	19.92	6.01	0.0	0.0	-0.11	-2.04	1295.53	10:37:33.65
1688459856.8745859	452.89	842.64	19.79	6.42	0.0	0.0	0.18	-2.96	1295.53	10:37:36.86
1688459857.8795226	452.89	842.66	20.19	6.95	0.0	0.0	-0.7	-4.19	1295.55	10:37:37.86
1688459859.0752473	452.89	842.63	20.46	5.75	0.0	0.0	-1.15	-1.43	1295.52	10:37:39.06
1688459860.0782688	452.88	842.64	19.12	6.01	0.0	0.0	1.64	-2.04	1295.52	10:37:40.06
1688459861.0828953	452.89	842.66	19.92	6.95	0.0	0.0	-0.11	-4.19	1295.55	10:37:41.06
1688459862.2801604	452.88	842.64	19.66	6.15	0.0	0.0	0.47	-2.35	1295.52	10:37:42.27
1688459863.284823	452.89	842.64	20.19	6.28	0.0	0.0	-0.7	-2.65	1295.53	10:37:43.27
1688459864.2903385	452.89	842.62	19.79	5.48	0.0	0.0	0.18	-0.81	1295.51	10:37:44.27
1688459866.490167	452.89	842.66	20.19	6.95	0.0	0.0	-0.7	-4.19	1295.55	10:37:46.47
1688459867.4957714	452.89	842.63	20.46	5.75	0.0	0.0	-1.15	-1.43	1295.52	10:37:47.48
1688459869.7154233	452.89	842.64	19.79	6.15	0.0	0.0	0.18	-2.35	1295.53	10:37:49.70
1688459870.7202888	452.89	842.64	20.59	6.42	0.0	0.0	-1.15	-2.96	1295.53	10:37:50.70
1688459872.9277806	452.89	842.65	20.06	6.82	0.0	0.0	-0.41	-3.88	1295.54	10:37:52.91
1688459873.9408932	452.88	842.63	19.26	5.88	0.0	0.0	1.35	-1.73	1295.51	10:37:53.93
1688459876.1481657	452.89	842.62	20.19	5.48	0.0	0.0	-0.7	-0.81	1295.51	10:37:56.13
1688459877.1532452	452.89	842.64	19.92	6.15	0.0	0.0	-0.11	-2.35	1295.53	10:37:57.13
