LinuxTime	Length2	Length4	Tension2	Tension4	TargetLength2	TargetLength4	ErrLength2	ErrLength4	LengthTot	DayTime
1687275705.0608718	577.0	722.75	21.53	6.42	0.0	0.0	-1.34	-7.31	1299.75	17:41:45.05
1687275706.065222	576.99	722.73	20.86	5.48	0.0	0.0	-1.34	-5.17	1299.72	17:41:46.05
1687275708.2328217	577.0	722.74	21.26	6.15	0.0	0.0	-1.34	-6.7	1299.74	17:41:48.21
1687275711.5129986	576.99	722.74	20.99	6.01	0.0	0.0	-1.34	-6.39	1299.73	17:41:51.50
1687275712.5181901	577.0	722.73	21.26	5.35	0.0	0.0	-1.34	-4.86	1299.73	17:41:52.50
1687275714.7379253	576.99	722.76	20.73	6.95	0.0	0.0	-1.34	-8.54	1299.75	17:41:54.72
1687275715.7428255	577.0	722.73	21.26	5.48	0.0	0.0	-1.34	-5.17	1299.73	17:41:55.72
1687275717.96359	576.99	722.74	20.86	6.01	0.0	0.0	-1.34	-6.39	1299.73	17:41:57.95
1687275720.1648946	577.0	722.74	21.66	6.01	0.0	0.0	-1.34	-6.39	1299.74	17:42:00.15
1687275721.1684837	577.0	722.75	21.53	6.55	0.0	0.0	-1.34	-7.62	1299.75	17:42:01.15
1687275722.1735196	576.99	722.76	20.86	6.95	0.0	0.0	-1.34	-8.54	1299.75	17:42:02.15
1687275723.3754985	576.99	722.75	20.73	6.42	0.0	0.0	-1.34	-7.31	1299.74	17:42:03.36
1687275724.380247	577.0	722.73	21.26	5.48	0.0	0.0	-1.34	-5.17	1299.73	17:42:04.36
1687275725.3850508	577.0	722.75	21.26	6.42	0.0	0.0	-1.34	-7.31	1299.75	17:42:05.36
1687275727.5982	577.0	722.74	21.26	6.15	0.0	0.0	-1.34	-6.7	1299.74	17:42:07.58
1687275728.602784	577.0	722.75	21.53	6.42	0.0	0.0	-1.34	-7.31	1299.75	17:42:08.59
1687275729.8111715	576.99	722.74	21.13	6.01	0.0	0.0	-1.34	-6.39	1299.73	17:42:09.79
1687275733.0264866	576.99	722.76	20.73	6.82	0.0	0.0	-1.34	-8.23	1299.75	17:42:13.01
1687275734.0309536	577.0	722.75	21.66	6.28	0.0	0.0	-1.34	-7.01	1299.75	17:42:14.01
1687275735.035475	577.0	722.75	21.39	6.42	0.0	0.0	-1.34	-7.31	1299.75	17:42:15.02
1687275739.444782	577.0	722.75	21.53	6.42	0.0	0.0	-1.34	-7.31	1299.75	17:42:19.42
1687275740.4487324	577.0	722.74	22.06	6.15	0.0	0.0	-1.34	-6.7	1299.74	17:42:20.42
1687275741.461323	577.0	722.74	21.39	6.15	0.0	0.0	-1.34	-6.7	1299.74	17:42:21.45
1687275742.6821907	577.0	722.74	21.53	5.88	0.0	0.0	-1.34	-6.09	1299.74	17:42:22.67
1687275743.6870158	577.0	722.76	21.53	6.95	0.0	0.0	-1.34	-8.54	1299.76	17:42:23.67
1687275744.69204	577.0	722.74	21.53	5.88	0.0	0.0	-1.34	-6.09	1299.74	17:42:24.67
1687275746.89476	576.99	722.74	21.13	6.01	0.0	0.0	-1.34	-6.39	1299.73	17:42:26.88
1687275747.900197	576.99	722.74	20.73	5.88	0.0	0.0	-1.34	-6.09	1299.73	17:42:27.88
1687275750.1193328	577.0	722.76	21.53	6.95	0.0	0.0	-1.34	-8.54	1299.76	17:42:30.10
1687275751.1235929	577.0	722.74	21.26	5.75	0.0	0.0	-1.34	-5.78	1299.74	17:42:31.10
1687275753.348892	577.0	722.74	21.39	5.88	0.0	0.0	-1.34	-6.09	1299.74	17:42:33.33
1687275754.3611665	577.0	722.74	21.93	6.15	0.0	0.0	-1.34	-6.7	1299.74	17:42:34.35
1687275755.5634685	576.99	722.75	20.73	6.42	0.0	0.0	-1.34	-7.31	1299.74	17:42:35.55
1687275756.5673215	576.99	722.74	21.13	5.88	0.0	0.0	-1.34	-6.09	1299.73	17:42:36.55
1687275757.5724928	577.0	722.73	21.53	5.61	0.0	0.0	-1.34	-5.47	1299.73	17:42:37.55
1687275759.7756715	576.99	722.74	21.13	6.15	0.0	0.0	-1.34	-6.7	1299.73	17:42:39.76
